,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,2526,2597,2320,2280,2475,2468,2331,2404,2627,3433
"+ Cash, Cash Equivalents & STI",172,207,266,235,182,153,140,168,452,164
+ Cash & Cash Equivalents,172,207,266,235,182,153,140,168,452,164
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,987,1017,913,1013,1242,1227,1126,1157,943,1580
"+ Accounts Receivable, Net",924,892,785,833,1032,978,903,882,943,1564
"+ Notes Receivable, Net",63,98,128,180,198,233,223,275,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,27,0,0,12,16,0,0,0,16
+ Inventories,881,918,778,626,672,650,605,576,667,1117
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,881,918,778,626,672,650,605,576,667,1117
+ Other ST Assets,486,455,363,406,379,438,460,503,565,572
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,14890,16588,18020,19342,20575,22061,24506,27262,26126,27920
"+ Property, Plant & Equip, Net",12246,13412,14705,15715,16761,18126,18926,21039,22352,22713
"+ Property, Plant & Equip",17333,18827,20452,21771,23271,25163,26286,28992,30854,31673
- Accumulated Depreciation,5087,5415,5747,6056,6510,7037,7360,7953,8502,8960
+ LT Investments & Receivables,59,61,64,65,64,69,71,70,71,71
+ LT Investments,59,61,64,65,64,69,71,70,71,71
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,2585,3115,3251,3562,3750,3866,5509,6153,3703,5136
+ Total Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Goodwill,0,0,0,0,0,0,0,0,0,0
+ Other Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,2585,3115,3251,3562,3750,3866,5509,6153,3703,5136
Total Assets,17416,19185,20340,21622,23050,24529,26837,29666,28753,31353
+ Payables & Accruals,1000,1118,1123,1077,1236,1229,1211,1261,1520,1596
+ Accounts Payable,595,688,642,610,725,733,635,678,886,928
+ Accrued Taxes,297,316,349,348,360,398,437,457,515,538
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,108,114,132,119,151,98,139,126,119,130
+ ST Debt,732,600,955,1284,1273,1093,1220,1506,382,1119
+ ST Borrowings,732,600,955,1284,1273,1093,1220,1506,382,1119
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
