,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Return on Common Equity (%),53.34,44.98,42.30,47.12,55.51,59.85,63.16,15.16,106.93,150.58
Return on Assets (%),14.10,14.34,15.19,17.13,20.34,21.59,17.53,3.53,20.01,24.52
Return on Capital (%),53.34,44.98,42.30,47.12,55.51,59.85,33.83,5.57,35.24,46.01
Return on Invested Capital (%),22.34,22.45,23.46,27.15,33.11,35.97,24.50,6.83,26.92,33.86
Gross Margin (%),35.25,35.07,35.28,35.99,35.63,35.87,36.24,31.68,39.03,39.62
EBITDA Margin (%),16.25,16.73,17.11,17.82,17.64,16.88,16.18,10.55,18.14,18.42
Operating Margin (%),12.27,12.66,12.90,13.49,13.35,12.72,12.18,5.71,15.03,16.05
Incremental Operating Margin (%),10.57,14.51,14.04,15.96,12.67,8.27,6.90,44.13,38.18,21.62
Pretax Margin (%),12.27,12.69,12.93,13.51,13.37,12.79,12.25,3.76,15.01,16.10
Profit Margin (%),7.60,7.93,8.15,8.44,9.44,9.80,9.54,2.86,11.42,12.17
Net Income to Common Margin (%),7.60,7.93,8.15,8.44,9.44,9.80,9.54,2.86,11.42,12.17
Effective Tax Rate (%),38.10,37.48,36.94,37.51,29.44,23.35,22.09,23.91,23.92,24.41
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),53.34,44.98,42.30,47.12,55.51,59.85,63.16,15.16,106.93,150.58
