,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,0,8468,0,0,0,0,0,0,0,25583
- Cash & Cash Equivalents,419,389,346,385,277,409,392,1046,432,738
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,0,0,0,0,0,0,1938,1897,1847,1903
Enterprise Value,-419,7929,-476,-415,-397,-409,1436,851,1415,26749
Total Capital,463,680,833,906,1094,1106,3067,3087,2501,2899
Total Debt/Capital (%),0,0,0,0,0,0,63.19,61.45,73.85,65.64
Total Debt / EV,0,0,0,0,0,0,1.35,2.23,1.30,0.07
EV/Sales,0,2.45,0,0,0,0,0.19,0.14,0.16,2.62
EV/EBITDA,0,14.62,0,0,0,0,1.20,1.31,0.90,14.23
EV/EBIT,0,19.32,0,0,0,0,1.59,2.42,1.09,16.32
EV/Cash Flow to Firm,0,19.99,0,0,0,0,1.30,1.06,1.34,18.05
EV/Free Cash Flow to Firm,0,12.28,0,0,0,0,1.03,0.89,1.15,14.91
Diluted Market Cap,0,8530,0,0,0,0,0,0,0,26281
Diluted Enterprise Value,-419,8141,-346,-385,-277,-409,1546,851,1415,27447
EV per Share,0,123.54,0,0,0,0,25.37,15.12,27.05,531.11
TTM Sales,2671,3241,3924,4855,5885,6717,7398,6152,8631,10209
TTM EBITDA,434,542,671,865,1038,1134,1197,649,1566,1880
TTM Operating Income,328,410,506,655,785,854,901,351,1297,1639
TTM Cash Flow to Firm,328,397,376,635,778,956,1101,806,1058,1482
TTM Free Cash Flow to Firm,554,646,675,1008,1219,1276,1400,958,1230,1794
