,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Accounts Receivable Turnover,60.31,65.16,66.83,63.20,62.48,56.95,53.71,37.01,40.45,47.14
Days Sales Outstanding,6.05,5.60,5.46,5.78,5.84,6.41,6.80,9.86,9.02,7.74
Inventory Turnover,4.22,4.05,3.78,3.64,3.71,3.73,3.76,3.41,3.95,3.97
Days Inventory Outstanding,86.44,90.11,96.50,100.18,98.31,97.91,97.04,106.90,92.51,91.86
Accounts Payable Turnover,13.67,13.14,14.06,14.44,13.46,12.13,11.73,9.15,10.86,11.27
Accounts Payable Turnover Days,26.70,27.77,25.96,25.28,27.11,30.10,31.13,39.88,33.60,32.38
Cash Conversion Cycle,65.79,67.94,76.01,80.67,77.04,74.22,72.71,76.88,67.93,67.22
Inventory to Cash Days,-80.39,-84.51,-91.04,-94.40,-92.47,-91.50,-90.24,-97.04,-83.48,-84.12
Inventories,458,581,762,944,1096,1214,1294,1168,1499,1603
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,458,581,762,944,1096,1214,1294,1168,1499,1603
Other Inventory,0,0,0,0,0,0,0,0,0,0
