,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,2438,2567,16994,13151,11172,10522,9575,8725,7022,7070
ST Debt,125,411,3334,233,179,276,286,251,0,1213
LT Debt,2313,2156,13660,12918,10993,10246,9289,8474,7022,5857
Total Debt/EBITDA,0.77,0.88,8.65,3.05,1.90,5.10,4.95,3.66,2.09,-26.78
Net Debt/EBITDA,-0.74,-0.84,4.50,1.58,1.05,3.42,3.38,2.25,1.40,-19.12
Total Debt/EBIT,1.26,1.42,20.95,6.02,2.92,41.59,26.09,7.44,2.88,-6.47
Net Debt/EBIT,-1.22,-1.36,10.90,3.11,1.61,27.93,17.78,4.57,1.93,-4.62
EBITDA to Interest Expense,56.82,59.51,7.39,3.64,3.84,4.40,5.07,8.14,12.55,-0.96
EBITDA-CapEx/Interest Expense,45.61,47.02,5.19,3.17,3.32,2.79,3.38,4.72,8.42,-3.89
EBIT to Interest Expense,34.61,36.78,3.05,1.84,2.50,0.54,0.96,4.00,9.08,-3.97
Interest Expense,56,49,266,1185,1532,469,381,293,268,275
Common Equity/Total Assets,52.06,60.01,26.93,28.92,29.96,28.26,26.22,28.86,34.43,0
Long-Term Debt/Equity (%),26.16,23.39,122.57,113.14,95.33,102.80,97.26,79.04,57.46,668.61
Long-Term Debt/Capital (%),22.01,18.46,52.85,59.29,55.15,57.00,56.98,52.09,43.71,73.71
Long-Term Debt/Total Assets (%),14.92,14.20,41.57,43.26,37.60,38.85,36.20,32.43,26.74,23.98
Total Debt/Equity (%),27.57,27.84,152.48,115.18,96.89,105.57,100.25,81.38,57.46,807.08
Total Debt/Capital (%),23.20,21.98,65.75,60.36,56.05,58.54,58.73,53.64,43.71,88.98
Total Debt/Total Assets (%),15.73,16.91,51.71,44.04,38.21,39.90,37.31,33.39,26.74,28.94
Net Debt to Equity,-26.76,-26.65,79.34,59.53,53.48,70.90,68.34,49.95,38.42,576.14
Net Debt/Capital (%),-41.49,-36.93,49.98,44.04,41.31,48.67,49.24,41.52,34.18,85.21
EBITDA,3182,2916,1965,4314,5888,2065,1933,2385,3363,-264
EBITDA-CapEx,2554,2304,1381,3757,5079,1308,1286,1382,2256,-1071
Operating Income (Loss),1938,1802,811,2186,3832,253,367,1173,2434,-1092
