,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Price/Earnings,13.50,12.98,45.03,66.49,34.06,0,0,26.25,9.44,0
Price/Earnings Average,11.39,15.75,58.95,49.69,38.07,-19.82,-63.55,20.04,11.87,-7.10
Price/Earnings High,13.81,18.16,87.36,68.92,47.06,-31.03,-85.82,29.05,15.01,-9.37
Price/Earnings Low,8.63,12.90,34.56,31.26,33.42,-13.10,-32.66,12.46,9.12,-5.46
Price/Book Value,2.69,2.07,1.46,3.12,2.62,1.88,1.88,2.89,1.58,0
Price/Book Value Average,2.27,2.51,1.92,2.33,2.92,2.03,2.39,2.20,1.99,0
Price/Book Value High,2.75,2.90,2.84,3.23,3.61,3.17,3.23,3.19,2.51,0
Price/Book Value Low,1.72,2.06,1.12,1.47,2.57,1.34,1.23,1.37,1.53,0
Price/Tangible Book Value,3.73,3.08,-3.37,-11.14,-18.72,-7.71,-8.70,102.16,7.27,-1.19
Price/Tangible Book Value Average,3.15,3.74,-4.41,-8.33,-20.92,-8.30,-11.05,77.99,9.14,-1.22
Price/Tangible Book Value High,3.81,4.31,-6.54,-11.55,-25.87,-12.99,-14.92,113.06,11.55,-1.61
Price/Tangible Book Value Low,2.38,3.06,-2.59,-5.24,-18.37,-5.48,-5.68,48.48,7.02,-0.94
Price/Sales,1.44,1.30,0.84,1.38,1.11,0.84,0.75,1.27,0.75,0.97
Price/Sales Average,1.22,1.58,1.10,1.03,1.24,0.90,0.95,0.97,0.95,1.00
Price/Sales High,1.48,1.83,1.63,1.43,1.54,1.41,1.28,1.41,1.20,1.32
Price/Sales Low,0.92,1.30,0.64,0.65,1.09,0.60,0.49,0.60,0.73,0.77
Price/Cash Flow,7.75,8.48,5.50,7.68,5.47,8.98,15.19,11.35,7.53,-29.31
Price/Cash Flow Average,6.54,10.29,7.19,5.74,6.11,9.66,19.28,8.67,9.47,-30.12
Price/Cash Flow High,7.93,11.87,10.66,7.96,7.55,15.12,26.04,12.56,11.97,-39.71
Price/Cash Flow Low,4.95,8.43,4.22,3.61,5.37,6.39,9.91,5.39,7.28,-23.17
Price/Free Cash Flow,6.53,6.81,4.30,6.79,4.74,6.03,8.51,7.53,4.80,29.97
Price/Free Cash Flow Average,5.51,8.26,5.63,5.08,5.30,6.49,10.80,5.74,6.03,30.80
Price/Free Cash Flow High,6.68,9.52,8.34,7.04,6.55,10.15,14.59,8.33,7.63,40.61
Price/Free Cash Flow Low,4.17,6.76,3.30,3.19,4.65,4.29,5.55,3.57,4.64,23.69
EV/Sales,1.26,1.11,1.66,1.77,1.41,1.27,1.15,1.60,1.01,1.46
EV/Sales Average,1.06,1.40,1.99,1.41,1.54,1.34,1.35,1.30,1.21,1.48
EV/Sales High,1.31,1.64,2.61,1.82,1.83,1.85,1.69,1.74,1.46,1.80
EV/Sales Low,0.76,1.12,1.45,1.02,1.39,1.03,0.88,0.93,0.98,1.25
EV/EBITDA,6.00,5.53,10.98,7.82,4.94,10.22,9.94,11.37,5.65,0
EV/EBITDA Average,5.02,7.00,13.13,6.24,5.40,10.73,11.71,9.21,6.74,-69.27
EV/EBITDA High,6.24,8.20,17.29,8.05,6.42,14.87,14.63,12.34,8.15,-84.19
EV/EBITDA Low,3.62,5.58,9.56,4.51,4.87,8.26,7.66,6.58,5.50,-58.47
EV/EBIT,9.85,8.95,26.59,15.42,7.59,83.38,52.34,23.12,7.80,0
EV/EBIT Average,8.24,11.33,31.81,12.32,8.29,87.61,61.66,18.73,9.31,-16.75
EV/EBIT High,10.25,13.28,41.88,15.89,9.87,121.35,77.03,25.10,11.27,-20.35
EV/EBIT Low,5.95,9.03,23.16,8.90,7.48,67.38,40.33,13.37,7.60,-14.14
Last Price,92.90,81.96,45.60,91.65,77.41,47.55,41.99,70.65,45.40,37.60
High Price,95.00,114.69,88.46,95.00,106.96,80.12,72.00,78.19,72.15,50.95
Low Price,59.36,81.44,34.99,43.09,75.96,33.83,27.40,33.53,43.85,29.73
Enterprise Value,19089,16132,21566,33718,29080,21094,19208,27115,18996,17955
Enterprise Value Average,15975,20415,25796,26937,31778,22166,22628,21966,22664,18288
Enterprise Value High,19864,23922,33966,34727,37827,30702,28271,29438,27422,22227
Enterprise Value Low,11524,16274,18780,19465,28651,17047,14802,15682,18508,15437
