,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,31217,29767,26794,26685,28748,29625,29805,28694,31405,31762
+ Sales & Services Revenue,31217,29767,26794,26685,28748,29625,29805,28694,31405,31762
- Cost of Revenue,10410,10436,9365,9391,10432,10758,10513,9569,10030,11402
+ Cost of Goods & Services,10410,10436,9365,9391,10432,10758,10513,9569,10030,11402
Gross Profit,20807,19331,17429,17294,18316,18867,19292,19125,21375,20360
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,6983,7094,6738,6479,6813,7531,8850,7554,8515,8138
"+ Selling, General & Admin",6890,7001,6656,6405,6725,7449,8784,7481,8419,8138
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,93,93,82,74,88,82,66,73,96,0
Operating Income (Loss),13824,12237,10691,10815,11503,11336,10442,11571,12860,12222
- Non-Operating (Income) Loss,1282,1587,1076,891,914,665,570,618,628,588
"+ Interest Expense, Net",973,1052,1008,713,732,475,344,508,519,408
+ Interest Expense,1104,1170,1132,891,914,665,570,618,628,588
- Interest Income,131,118,124,178,182,190,226,110,109,180
+ Other Non-Op (Income) Loss,309,535,68,178,182,190,226,110,109,180
Pretax Income,12542,10650,9615,9924,10589,10671,9872,10953,12232,11634
- Income Tax Expense (Benefit),3670,3097,2688,2768,4307,2445,2293,2377,2671,2244
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,8850,7658,7032,7250,6341,8286,7728,8592,9710,9527
- Net Extraordinary Losses (Gains),548,330,318,566,612,750,1086,1072,1202,958
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,548,330,318,566,612,750,1086,1072,1202,958
Income (Loss) Incl. MI,8302,7328,6714,6684,5729,7536,6642,7520,8508,8569
- Minority Interest,-274,-165,-159,-283,-306,-375,-543,-536,-601,-479
"Net Income, GAAP",8576,7493,6873,6967,6035,7911,7185,8056,9109,9048
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",8576,7493,6873,6967,6035,7911,7185,8056,9109,9048
Basic Weighted Avg Shares,1622,1566,1549,1551,1552,1555,1555,1557,1558,1550
"Basic EPS, GAAP",5.29,4.78,4.44,4.49,3.89,5.09,4.62,5.17,5.85,5.84
Basic EPS from Cont Ops,5.46,4.89,4.54,4.67,4.09,5.33,4.97,5.52,6.23,6.15
Diluted Weighted Avg Shares,1622,1566,1549,1551,1553,1555,1556,1558,1559,1552
"Diluted EPS, GAAP",5.29,4.78,4.44,4.49,3.89,5.09,4.62,5.17,5.84,5.83
Diluted EPS from Cont Ops,5.46,4.89,4.54,4.67,4.08,5.33,4.97,5.51,6.23,6.14
EBITDA,14706,13126,11445,11558,12378,12325,11406,12552,13858,13411
EBITDA Margin (%),47.11,44.10,42.71,43.31,43.06,41.60,38.27,43.74,44.13,42.22
EBITA,13824,12237,10691,11484,12290,12243,11340,12479,13762,12222
EBIT,13824,12237,10691,10815,11503,11336,10442,11571,12860,12222
Gross Margin (%),66.65,64.94,65.05,64.81,63.71,63.69,64.73,66.65,68.06,64.10
Operating Margin (%),44.28,41.11,39.90,40.53,40.01,38.26,35.03,40.33,40.95,38.48
Profit Margin (%),27.47,25.17,25.65,26.11,20.99,26.70,24.11,28.08,29.00,28.49
Sales per Employee,342667,360812,334090,335660,356675,382752,405510,404141,451221,398020
Dividend per Share,3.53,3.85,4.03,4.11,4.20,4.43,4.61,4.73,4.87,5.04
Depreciation Expense,882,889,754,74,88,82,66,73,96,1189
