,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,2824,2653,2913,3269,3515,3644,3994,4532,7331,8147
ST Debt,368,197,458,1080,448,1151,465,0,2400,2386
LT Debt,2456,2456,2455,2189,3067,2494,3529,4532,4930,5761
Total Debt/EBITDA,3.82,3.07,3.21,3.44,3.36,3.36,3.51,3.61,5.30,5.59
Net Debt/EBITDA,3.73,3.02,3.18,3.39,3.33,3.35,3.49,3.60,5.22,5.56
Total Debt/EBIT,5.63,4.34,4.61,4.97,4.83,5.04,5.35,5.50,8.10,8.85
Net Debt/EBIT,5.49,4.27,4.57,4.90,4.79,5.02,5.32,5.47,7.97,8.79
EBITDA to Interest Expense,5.76,6.69,7.80,8.28,8.71,10.17,11.03,14.84,16.55,14.17
EBITDA-CapEx/Interest Expense,-0.82,0.32,-0.49,-1.19,-0.75,-3.59,-5.39,-8.07,-7.02,-9.61
EBIT to Interest Expense,3.91,4.73,5.43,5.72,6.05,6.78,7.23,9.76,10.83,8.96
Interest Expense,128,129,116,115,120,107,103,84,84,103
Common Equity/Total Assets,9.77,10.69,11.81,12.62,13.65,15.82,16.10,16.09,14.35,14.47
Long-Term Debt/Equity (%),95.17,79.58,76.86,63.20,78.67,52.28,61.38,66.73,62.35,61.16
Long-Term Debt/Capital (%),68.22,68.77,61.59,48.30,61.56,45.15,57.42,64.71,48.60,50.71
Long-Term Debt/Total Assets (%),30.93,28.58,27.00,21.86,28.53,21.00,26.40,29.51,25.14,25.96
Total Debt/Equity (%),109.43,85.95,91.19,94.38,90.15,76.40,69.46,66.73,92.71,86.50
Total Debt/Capital (%),78.45,74.28,73.07,72.13,70.54,65.99,64.98,64.71,72.27,71.72
Total Debt/Total Assets (%),35.56,30.86,32.04,32.65,32.70,30.69,29.88,29.51,37.38,36.71
Net Debt to Equity,106.86,84.58,90.29,93.01,89.48,76.12,69.04,66.43,91.24,85.95
Net Debt/Capital (%),78.04,73.97,72.88,71.83,70.39,65.90,64.84,64.60,71.94,71.59
EBITDA,739,865,906,950,1047,1084,1138,1254,1383,1457
EBITDA-CapEx,-106,41,-57,-137,-90,-383,-556,-682,-587,-988
Operating Income (Loss),502,611,631,657,728,723,746,824,905,921
