,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,3834,4803,5794,7782,8896,10450,13611,11971,11773,14746
- Cash & Cash Equivalents,66,42,29,48,26,14,25,21,117,52
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,2824,2653,2913,3269,3515,3644,3994,4532,7331,8147
Enterprise Value,6592,7413,8679,11003,12384,14080,17580,16483,18987,22842
Total Capital,3599,3571,3987,4532,4982,5523,6147,7004,10144,11359
Total Debt/Capital (%),78.45,74.28,73.07,72.13,70.54,65.99,64.98,64.71,72.27,71.72
Total Debt / EV,0.43,0.36,0.34,0.30,0.28,0.26,0.23,0.27,0.39,0.36
EV/Sales,4.67,4.68,5.17,4.48,6.75,4.52,6.06,5.84,5.57,5.44
EV/EBITDA,8.91,8.57,9.58,11.58,11.83,12.99,15.46,13.14,13.73,15.68
EV/EBIT,13.13,12.13,13.75,16.74,17.02,19.47,23.56,20.00,20.98,24.80
EV/Cash Flow to Firm,9.52,9.06,9.56,12.67,13.13,11.45,16.75,14.90,0,21.33
EV/Free Cash Flow to Firm,4.29,4.51,4.64,5.63,5.95,5.22,6.41,5.42,19.92,6.50
Diluted Market Cap,3879,4670,5818,7752,8895,10425,13396,11685,11544,14453
Diluted Enterprise Value,6637,7280,8703,10973,12384,14056,17366,16196,18757,22549
EV per Share,72.72,73.84,85.53,105.87,116.72,126.54,147.32,130.94,143.39,162.12
TTM Sales,1412,1582,1680,2455,1834,3116,2902,2821,3407,4202
TTM EBITDA,739,865,906,950,1047,1084,1138,1254,1383,1457
TTM Operating Income,502,611,631,657,728,723,746,824,905,921
TTM Cash Flow to Firm,692,819,908,868,943,1230,1050,1106,-1016,1071
TTM Free Cash Flow to Firm,1538,1643,1872,1955,2080,2697,2743,3042,953,3515
