,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,18180,18760,19861,27126,34581,30480,27696,35266,33751,39659
ST Debt,4852,3638,7004,4684,3906,2796,1202,2631,3766,12771
LT Debt,13328,15122,12857,22442,30675,27684,26494,32635,29985,26888
Total Debt/EBITDA,0.79,0.75,0.90,1.09,1.40,1.08,0.99,1.30,1.06,1.29
Net Debt/EBITDA,-0.12,0.17,0.28,0.33,0.68,0.44,0.37,0.78,0.60,0.83
Total Debt/EBIT,0.96,0.89,1.09,1.28,1.81,1.44,1.32,1.77,1.37,1.67
Net Debt/EBIT,-0.14,0.20,0.34,0.39,0.88,0.58,0.50,1.07,0.78,1.08
EBITDA to Interest Expense,47.84,46.96,39.92,34.32,26.51,27.96,87.98,135.05,174.52,111.13
EBITDA-CapEx/Interest Expense,40.39,40.00,33.64,29.88,23.00,24.31,76.98,118.40,154.56,96.61
EBIT to Interest Expense,39.33,39.66,33.13,29.15,20.47,21.07,65.94,99.07,134.14,85.88
Interest Expense,482,533,552,726,934,1005,318,201,183,276
Common Equity/Total Assets,69.80,76.54,80.20,80.50,66.69,71.48,72.14,66.90,69.32,70.16
Long-Term Debt/Equity (%),18.00,21.68,18.07,31.87,50.99,46.33,44.55,51.57,40.51,35.01
Long-Term Debt/Capital (%),12.03,12.69,10.13,15.94,21.99,19.80,18.73,21.43,18.75,15.71
Long-Term Debt/Total Assets (%),10.04,11.53,9.64,15.89,19.50,18.10,16.80,18.66,16.47,14.35
Total Debt/Equity (%),24.55,26.90,27.91,38.52,57.48,51.01,46.57,55.73,45.60,51.64
Total Debt/Capital (%),16.41,15.75,15.66,19.27,24.79,21.80,19.58,23.16,21.10,23.18
Total Debt/Total Assets (%),13.70,14.31,14.89,19.21,21.98,19.93,17.56,20.16,18.54,21.17
Net Debt to Equity,-3.71,6.07,8.61,11.58,27.85,20.71,17.47,33.63,26.02,33.24
Net Debt/Capital (%),-3.06,4.05,5.42,6.69,13.77,10.17,8.37,15.39,13.24,16.26
EBITDA,23061,25032,22035,24919,24764,28104,27979,27145,31937,30673
EBITDA-CapEx,19466,21318,18572,21693,21485,24434,24481,23798,28285,26664
Operating Income (Loss),18957,21137,18289,21165,19122,21175,20970,19914,24547,23703
