,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,6.20,6.55,6.45,6.41,6.07,5.91,5.74,5.89,6.50,6.04
Days Sales Outstanding,58.92,55.73,56.56,56.95,60.13,61.72,63.56,62.00,56.16,60.44
Inventory Turnover,2.91,2.83,2.65,2.68,3.00,3.12,3.13,3.10,3.03,2.72
Days Inventory Outstanding,125.57,128.87,137.60,136.31,121.71,116.97,116.69,117.90,120.61,134.25
Accounts Payable Turnover,3.76,3.32,2.99,3.21,3.65,3.63,3.48,3.19,3.01,2.92
Accounts Payable Turnover Days,97.15,110.04,121.93,113.86,99.97,100.63,104.90,114.57,121.44,125.16
Cash Conversion Cycle,87.34,74.56,72.23,79.40,81.88,78.05,75.35,65.33,55.34,69.54
Inventory to Cash Days,-66.66,-73.14,-81.03,-79.36,-61.58,-55.26,-53.13,-55.89,-64.45,-73.81
Inventories,7878,8184,8053,8144,8765,8599,9020,9344,10387,12483
Raw Materials,1224,1214,936,952,1140,1114,1117,1410,1592,2070
Work In Process,2612,2461,2241,2185,2317,2109,1832,2040,2287,1700
Finished Goods,4042,4509,4876,5007,5308,5376,6071,5894,6508,8713
Other Inventory,0,0,0,0,0,0,0,0,0,0
