,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.19,0.12,0.17,0.12,0.05,0.07,0.08,0.24,0.25,0.11
Current Ratio,0.92,0.84,0.82,0.59,0.48,0.45,0.50,0.66,0.74,0.60
Quick Ratio,0.56,0.45,0.52,0.36,0.27,0.25,0.28,0.43,0.48,0.35
CFO/Avg Current Liab,0.44,0.25,0.30,0.22,0.17,0.24,0.25,0.26,0.28,0.25
Common Equity/Total Assets,18.49,21.76,32.94,34.37,36.05,39.04,41.29,41.88,45.92,44.24
Long-Term Debt/Equity (%),44.52,49.78,51.80,52.42,49.53,48.74,53.42,64.17,63.58,77.14
Long-Term Debt/Capital (%),47.17,44.25,40.23,34.42,32.04,29.19,32.07,36.22,35.43,37.78
Long-Term Debt/Total Assets (%),19.96,20.76,23.16,21.48,20.55,19.98,22.63,26.17,26.84,29.18
Total Debt/Equity (%),52.63,59.96,54.80,68.21,67.40,71.45,68.84,74.19,70.51,87.10
Total Debt/Capital (%),55.77,53.30,42.55,44.79,43.61,42.79,41.33,41.87,39.29,42.66
Total Debt/Total Assets (%),23.60,25.01,24.50,27.95,27.97,29.29,29.17,30.26,29.77,32.95
CFO/Total Liabilities,16.01,9.15,10.73,7.81,7.02,10.67,10.66,9.87,10.68,8.83
CFO/CapEx,3.95,2.17,2.46,2.32,2.56,3.61,4.29,4.59,4.29,4.31
Altman's Z-Score,3.56,3.76,4.17,3.70,3.64,3.50,3.88,3.92,4.53,4.10
