,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,93,98,92,84,84,80,74,72,72,69
Diluted Weighted Avg Shares,106,105,96,88,86,84,78,73,73,71
Basic Weighted Avg Shares,93,97,95,87,85,83,77,73,72,71
Revenue per Share,53.03,58.31,61.10,66.08,78.50,97.30,120.97,117.33,134.20,164.67
EBITDA per Share,23.51,26.62,28.80,30.67,35.34,44.61,54.45,52.34,58.91,77.07
Operating Income per Share,11.76,14.37,15.74,16.39,19.00,24.40,28.09,24.99,31.52,45.71
"Basic EPS, GAAP",4.14,5.54,6.14,6.49,15.91,13.25,15.19,12.24,19.14,29.77
Basic EPS from Cont Ops,4.14,5.54,6.14,6.49,15.91,13.25,15.19,12.24,19.14,29.77
"Diluted EPS, GAAP",3.64,5.15,6.07,6.45,15.72,13.13,15.11,12.21,19.04,29.65
Diluted EPS from Cont Ops,3.64,5.15,6.07,6.45,15.72,13.13,15.11,12.21,19.04,29.65
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,16.60,18.47,20.96,22.40,26.36,34.50,39.12,36.56,50.95,62.70
Free Cash Flow per Basic Share,-1.42,-0.21,3.77,7.04,4.03,6.80,8.72,20.63,6.78,10.51
Cash & Equivalents per Share,1.88,1.61,1.95,3.70,4.17,0.54,0.70,2.80,1.99,1.53
Book Value per Share,-0.39,5.15,11.87,19.65,35.59,51.36,70.95,85.41,104.28,139.24
Tangible Book Value per Share,-22.76,-26.36,-29.11,-27.95,-21.91,-34.29,-29.84,-17.60,-2.10,8.42
