,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,1212,580,1032,1702,2489,3048,4163,6206,7574,8931
+ Sales & Services Revenue,1212,580,1032,1702,2489,3048,4163,6206,7574,8931
- Cost of Revenue,130,61,126,210,275,410,548,736,904,1080
+ Cost of Goods & Services,130,61,126,210,275,410,548,736,904,1080
Gross Profit,1082,519,907,1492,2214,2638,3615,5469,6670,7850
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1281,1161,1373,1481,1821,1974,2413,2600,3891,3485
"+ Selling, General & Admin",362,305,377,433,496,558,658,770,840,945
+ Research & Development,919,856,996,1048,1325,1416,1755,1830,3051,2540
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),-199,-641,-466,11,393,664,1202,2869,2779,4365
- Non-Operating (Income) Loss,777,93,93,79,409,64,-193,-247,49,133
"+ Interest Expense, Net",23,73,84,81,46,-4,-5,36,57,-90
+ Interest Expense,23,73,84,81,58,34,59,58,62,55
- Interest Income,0,0,0,0,12,38,64,22,5,145
+ Other Non-Op (Income) Loss,754,21,9,-3,363,68,-188,-283,-8,223
Pretax Income,-976,-735,-560,-67,-16,600,1395,3117,2730,4232
- Income Tax Expense (Benefit),-289,7,30,17,-107,-1487,218,405,388,910
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,-688,-742,-590,-84,92,2087,1177,2712,2342,3322
- Net Extraordinary Losses (Gains),-485,-7,-64,56,-344,-20,0,0,0,0
+ Discontinued Operations,-184,-1,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-301,-7,-64,56,-344,-20,0,0,0,0
Income (Loss) Incl. MI,-203,-734,-526,-140,435,2107,1177,2712,2342,3322
- Minority Interest,243,4,32,-28,172,10,0,0,0,0
"Net Income, GAAP",-445,-739,-558,-112,263,2097,1177,2712,2342,3322
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",-445,-739,-558,-112,263,2097,1177,2712,2342,3322
Basic Weighted Avg Shares,225,235,241,245,249,254,257,260,258,256
"Basic EPS, GAAP",-1.98,-3.14,-2.31,-0.46,1.06,8.25,4.58,10.44,9.09,12.97
Basic EPS from Cont Ops,-3.06,-3.15,-2.44,-0.34,0.37,8.21,4.58,10.44,9.09,12.97
Diluted Weighted Avg Shares,225,235,241,245,253,259,261,263,260,259
"Diluted EPS, GAAP",-1.98,-3.14,-2.31,-0.46,1.04,8.09,4.51,10.29,9.01,12.82
Diluted EPS from Cont Ops,-3.06,-3.15,-2.44,-0.34,0.36,8.05,4.51,10.29,9.01,12.82
EBITDA,-151,-578,-404,73,454,736,1309,2979,2905,4514
EBITDA Margin (%),-12.46,-99.62,-39.15,4.26,18.25,24.16,31.44,48.00,38.35,50.54
EBITA,-199,-641,-466,11,393,664,1202,2869,2779,4365
EBIT,-199,-641,-466,11,393,664,1202,2869,2779,4365
Gross Margin (%),89.25,89.49,87.84,87.64,88.95,86.56,86.84,88.14,88.06,87.90
Operating Margin (%),-16.45,-110.52,-45.18,0.66,15.78,21.79,28.88,46.24,36.69,48.88
Profit Margin (%),-36.72,-127.25,-54.06,-6.58,10.59,68.80,28.27,43.70,30.92,37.20
Sales per Employee,673319,317167,529403,791710,1082023,1219039,1387607,1825201,1942154,1860563
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,48,63,62,61,61,72,107,110,126,148
