,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,288,292,309,277,282,280,280,279,277,273
Diluted Weighted Avg Shares,295,307,312,291,280,281,281,280,279,275
Basic Weighted Avg Shares,278,283,288,285,272,274,273,274,274,271
Revenue per Share,5.26,5.58,5.91,6.38,7.14,7.81,8.55,9.80,10.93,13.13
EBITDA per Share,1.10,1.17,1.42,1.43,1.65,1.92,2.28,2.94,3.32,4.46
Operating Income per Share,0.75,0.77,1.01,1.00,1.23,1.49,1.83,2.39,2.84,3.96
"Basic EPS, GAAP",0.59,0.56,0.88,0.71,0.75,1.26,3.62,2.16,2.54,3.13
Basic EPS from Cont Ops,0.59,0.56,0.88,0.71,0.75,1.26,3.62,2.16,2.54,3.13
"Diluted EPS, GAAP",0.56,0.52,0.81,0.70,0.73,1.23,3.53,2.11,2.50,3.09
Diluted EPS from Cont Ops,0.56,0.52,0.81,0.70,0.73,1.23,3.53,2.11,2.50,3.09
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Cash Flow per Share,1.32,1.12,1.31,1.56,1.73,2.21,2.67,3.31,4.03,4.58
Free Cash Flow per Basic Share,1.16,0.98,1.16,1.37,1.52,1.98,2.40,2.96,3.78,4.12
Cash & Equivalents per Share,2.20,3.51,2.30,1.69,2.46,1.90,2.52,3.33,3.93,3.24
Book Value per Share,4.41,5.23,5.78,7.05,7.70,9.67,13.61,16.38,19.92,24.43
Tangible Book Value per Share,1.34,1.44,1.71,-0.32,0.16,1.43,4.53,5.38,5.70,3.73
