,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,2252,2507,3384,3914,5597,7959,10559,12754,20521,22065
"+ Cash, Cash Equivalents & STI",694,900,1045,1039,1410,2810,3214,3587,5695,7742
+ Cash & Cash Equivalents,536,649,809,535,813,1468,1618,2194,2886,3106
+ ST Investments,158,252,236,503,597,1342,1597,1393,2809,4636
+ Accounts & Notes Receiv,892,1017,1468,1612,1974,2243,2672,4115,6037,5329
"+ Accounts Receivable, Net",892,1017,1468,1612,1974,2243,2672,4115,6037,5329
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,70,129,239,399,726,1151,1416,1917,1951,2402
+ Raw Materials,9,11,59,92,190,227,216,459,722,818
+ Work In Process,36,74,132,202,302,571,728,905,707,963
+ Finished Goods,14,11,11,13,22,24,71,122,74,99
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,11,34,36,91,212,329,401,431,449,522
+ Other ST Assets,596,460,632,864,1486,1755,3257,3136,6838,6592
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,699,1365,2225,3060,3168,3775,4246,4409,4914,7150
"+ Property, Plant & Equip, Net",527,974,1594,2083,2359,2576,2890,3222,3482,3763
"+ Property, Plant & Equip",749,1228,1925,2509,2925,3305,3813,4353,4880,5432
- Accumulated Depreciation,222,254,331,426,566,729,922,1131,1398,1669
+ LT Investments & Receivables,390,460,632,864,1486,1755,3257,3136,6838,5406
+ LT Investments,390,460,632,864,1486,1755,3257,3136,6838,5406
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,-218,-70,-1,112,-677,-556,-1901,-1948,-5406,-2020
+ Total Intangible Assets,0,0,0,0,0,0,0,0,7,916
+ Goodwill,0,0,0,0,0,0,0,0,0,0
+ Other Intangible Assets,0,0,0,0,0,0,0,0,7,916
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,-218,-70,-1,112,-677,-556,-1901,-1948,-5413,-2935
Total Assets,2951,3872,5609,6973,8764,11735,14805,17163,25435,29215
+ Payables & Accruals,262,620,761,981,967,1352,1791,2807,3451,3301
