,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.01,0.61,0.80,0.61,0.11,0.12,0.12,0.48,0.28,0.18
Current Ratio,2.11,1.59,1.56,1.58,0.77,0.81,0.74,1.10,0.89,0.77
Quick Ratio,1.64,1.18,1.24,1.04,0.47,0.54,0.48,0.84,0.66,0.57
CFO/Avg Current Liab,1.07,0.57,0.59,0.66,0.37,0.36,0.60,0.51,0.62,0.70
Common Equity/Total Assets,-46.22,-40.32,-35.41,-31.28,-22.78,-17.88,-10.16,-2.92,-1.36,-0.11
Long-Term Debt/Equity (%),118.22,119.99,123.72,119.72,53.73,49.05,79.35,144.94,138.70,140.72
Long-Term Debt/Capital (%),-280.54,-474.60,-1420.53,1385.28,-517.77,110218.18,132.20,96.27,92.87,91.07
Long-Term Debt/Total Assets (%),33.71,33.17,32.81,33.13,17.18,16.73,26.28,47.32,46.40,46.38
Total Debt/Equity (%),119.94,120.55,124.82,121.66,60.88,52.45,90.70,159.49,153.41,154.84
Total Debt/Capital (%),-284.61,-476.79,-1433.15,1407.74,-586.63,117863.64,151.12,105.93,102.72,100.21
Total Debt/Total Assets (%),34.20,33.33,33.10,33.67,19.46,17.89,30.04,52.07,51.32,51.04
CFO/Total Liabilities,9.93,10.11,11.80,12.87,7.98,8.17,11.74,6.41,10.12,11.84
CFO/CapEx,0.80,0.57,0.81,0.71,0.35,0.69,0.93,0.70,0.64,0.97
Altman's Z-Score,0.57,0.53,0.84,1.30,1.59,1.83,1.68,1.59,1.62,1.73
