,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.39,1.67,0.79,0.57,0.66,0.59,0.26,0.47,0.73,0.54
Current Ratio,2.41,2.67,1.49,1.25,1.35,1.57,0.88,1.35,1.40,1.22
Quick Ratio,1.79,2.07,1.16,0.94,1.03,0.95,0.59,0.90,1.10,0.88
CFO/Avg Current Liab,0.68,0.75,0.57,0.53,0.54,0.51,0.36,0.46,0.95,0.69
Common Equity/Total Assets,40.78,42.91,43.27,42.09,49.92,56.47,58.59,63.05,57.23,63.96
Long-Term Debt/Equity (%),39.76,44.04,44.34,52.47,45.59,50.86,56.67,56.04,44.87,33.28
Long-Term Debt/Capital (%),28.46,28.76,25.79,27.39,25.38,24.63,23.87,26.20,24.63,19.80
Long-Term Debt/Total Assets (%),17.70,18.63,17.21,18.30,19.01,20.34,21.47,23.06,19.15,16.19
Total Debt/Equity (%),47.62,51.22,59.97,70.33,59.46,64.72,82.19,60.30,47.76,36.35
Total Debt/Capital (%),34.10,33.45,34.88,36.71,33.10,31.34,34.62,28.19,26.22,21.62
Total Debt/Total Assets (%),21.20,21.67,23.28,24.52,24.80,25.88,31.13,24.82,20.39,17.68
CFO/Total Liabilities,18.61,17.29,14.16,14.23,16.45,16.54,12.10,15.87,31.32,28.89
CFO/CapEx,12.13,10.67,9.70,7.95,7.43,7.21,4.85,5.16,12.02,9.04
Altman's Z-Score,3.86,3.74,3.78,4.23,4.68,5.00,4.30,4.20,4.82,5.71
