,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,186324,187298,191870,187053,205464,233019,204296,204532,328208,287764
- Cash & Cash Equivalents,2183,3343,3641,2595,1342,1139,1305,1784,1944,416
+ Preferred Equity and Hybrid Capital,33,29,26,24,21,19,17,0,0,0
+ Minority/Non Controlling Interest,313,321,278,296,348,351,303,235,262,256
+ Total Debt,36489,36682,38978,42086,42606,41265,52145,38274,36998,34870
Enterprise Value,190751,188208,207862,211609,228447,255821,246931,230820,334399,300158
Total Capital,107020,109663,111734,114641,128730,131656,150603,135749,141127,161258
Total Debt/Capital (%),34.10,33.45,34.88,36.71,33.10,31.34,34.62,28.19,26.22,21.62
Total Debt / EV,0.19,0.19,0.19,0.20,0.19,0.16,0.21,0.17,0.11,0.12
EV/Sales,3.70,3.79,4.26,4.01,4.35,4.77,4.77,5.51,4.11,2.99
EV/EBITDA,8.38,9.89,11.46,10.86,11.21,11.94,12.39,17.05,13.15,7.09
EV/EBIT,11.66,13.94,16.02,15.41,16.19,17.00,17.74,26.35,16.53,8.05
EV/Cash Flow to Firm,10.15,10.52,13.46,12.50,12.23,14.99,17.59,14.65,9.90,9.88
EV/Free Cash Flow to Firm,9.42,9.66,12.27,11.18,10.94,13.28,14.85,12.44,9.17,8.93
Diluted Market Cap,200766,191257,194418,189795,208179,243617,209501,206920,333347,293759
Diluted Enterprise Value,235418,224946,230059,229606,249812,284113,260661,243645,368663,328469
EV per Share,29.81,29.92,33.66,34.86,38.21,44.75,44.62,41.46,59.50,53.45
TTM Sales,51584,49605,48851,52824,52546,53647,51750,41908,81288,100330
TTM EBITDA,22776,19036,18133,19487,20376,21429,19931,13537,25426,42336
TTM Operating Income,16366,13499,12976,13730,14107,15045,13921,8760,20235,37272
TTM Cash Flow to Firm,18792,17896,15445,16928,18674,17065,14039,15760,33773,30386
TTM Free Cash Flow to Firm,20257,19479,16941,18927,20891,19261,16633,18551,36484,33622
