,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,4082,4277,4448,5020,5210,4580,4720,5465,6420,5857
+ Sales & Services Revenue,4082,4277,4448,5020,5210,4580,4720,5465,6420,5857
- Cost of Revenue,2012,2004,2056,2315,2439,2202,2222,2289,2548,2405
+ Cost of Goods & Services,2012,2004,2056,2315,2439,2202,2222,2289,2548,2405
Gross Profit,2070,2274,2391,2705,2771,2377,2498,3177,3873,3452
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,1603,1638,1699,1917,1960,2046,1846,2456,3000,3022
"+ Selling, General & Admin",1270,1316,1370,1580,1627,1727,1451,1665,1939,2053
+ Research & Development,208,223,243,266,269,246,262,260,316,308
+ Other Operating Expense,126,100,86,71,65,73,133,532,745,661
Operating Income (Loss),467,635,692,788,810,331,652,720,872,430
- Non-Operating (Income) Loss,115,95,88,96,24,61,58,398,290,168
"+ Interest Expense, Net",101,89,94,88,76,68,72,194,174,159
+ Interest Expense,106,93,97,97,98,91,102,201,180,171
- Interest Income,5,4,3,9,22,22,30,7,5,12
+ Other Non-Op (Income) Loss,15,6,-6,8,-52,-8,-14,205,116,9
Pretax Income,352,540,604,692,786,270,594,322,582,262
- Income Tax Expense (Benefit),68,127,157,159,390,50,74,97,147,59
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,284,413,447,533,397,220,520,225,435,203
- Net Extraordinary Losses (Gains),-5,-5,-10,-36,0,0,0,6,13,-1
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,-5,-5,-10,-36,0,0,0,6,13,-1
Income (Loss) Incl. MI,288,419,457,570,397,220,520,220,422,204
- Minority Interest,2,3,5,18,0,0,0,-3,-7,1
"Net Income, GAAP",286,416,452,551,397,220,520,223,429,204
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",286,416,452,551,397,220,520,223,429,204
Basic Weighted Avg Shares,130,128,125,125,125,126,128,137,138,139
"Basic EPS, GAAP",2.20,3.24,3.61,4.40,3.17,1.75,4.07,1.62,3.11,1.47
Basic EPS from Cont Ops,2.18,3.22,3.57,4.26,3.17,1.75,4.07,1.64,3.15,1.46
Diluted Weighted Avg Shares,132,130,127,127,127,127,129,138,138,139
"Diluted EPS, GAAP",2.17,3.20,3.57,4.34,3.12,1.74,4.05,1.62,3.10,1.47
Diluted EPS from Cont Ops,2.15,3.18,3.53,4.20,3.12,1.74,4.05,1.64,3.15,1.46
EBITDA,696,840,890,978,1018,543,918,1372,1781,1218
EBITDA Margin (%),17.04,19.65,20.00,19.49,19.54,11.85,19.46,25.11,27.74,20.79
EBITA,618,788,846,944,989,514,871,1228,1664,1113
EBIT,467,635,692,788,810,331,652,720,872,430
Gross Margin (%),50.72,53.15,53.77,53.88,53.18,51.91,52.92,58.12,60.32,58.94
Operating Margin (%),11.44,14.85,15.56,15.70,15.55,7.23,13.81,13.18,13.58,7.34
Profit Margin (%),7.01,9.72,10.16,10.98,7.61,4.81,11.03,4.07,6.68,3.47
Sales per Employee,816431,822540,889502,929597,964774,789594,842898,801150,966928,902419
Dividend per Share,1.20,1.69,1.81,1.99,2.22,2.45,2.63,2.71,2.71,2.78
Depreciation Expense,78,53,44,35,29,29,47,145,117,105
