,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,8.39,7.58,7.90,8.50,7.94,8.86,9.89,9.59,10.42,9.11
Days Sales Outstanding,43.51,48.17,46.19,42.93,45.94,41.20,36.92,38.07,35.03,40.07
Inventory Turnover,1.11,1.13,1.10,1.07,1.17,1.22,1.17,1.02,1.10,1.23
Days Inventory Outstanding,329.50,322.44,332.55,339.89,311.80,298.74,313.15,359.05,333.18,297.81
Accounts Payable Turnover,9.51,7.30,7.31,6.72,5.23,4.99,5.01,3.91,3.00,3.39
Accounts Payable Turnover Days,38.37,50.01,49.96,54.28,69.78,73.13,72.82,93.39,121.77,107.56
Cash Conversion Cycle,334.64,320.60,328.79,328.54,287.96,266.81,277.25,303.72,246.44,230.32
Inventory to Cash Days,-285.99,-274.26,-286.36,-296.96,-265.86,-257.54,-276.22,-320.98,-298.15,-257.74
Inventories,9846,8592,8473,9017,8806,8804,9235,9591,8720,9886
Raw Materials,5305,4831,4253,4067,4169,3723,3648,3775,3294,3702
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,4541,3761,4220,4950,4637,5081,5587,5816,5426,6184
Other Inventory,0,0,0,0,0,0,0,0,0,0
