,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,396,598,928,1379,1762,2273,2900,3408,4256,5502
+ Sales & Services Revenue,396,598,928,1379,1762,2273,2900,3408,4256,5502
- Cost of Revenue,110,160,251,370,477,645,808,1000,1275,1719
+ Cost of Goods & Services,110,160,251,370,477,645,808,1000,1275,1719
Gross Profit,286,439,677,1009,1285,1628,2091,2409,2981,3783
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,305,513,810,1199,1465,1757,2145,2588,3285,3972
"+ Selling, General & Admin",242,408,624,914,1117,1356,1606,1820,2145,2554
+ Research & Development,62,105,186,284,347,401,540,768,1140,1418
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),-19,-74,-134,-190,-180,-129,-54,-179,-304,-189
- Non-Operating (Income) Loss,0,148,22,15,14,1,21,53,161,18
"+ Interest Expense, Net",-1,2,18,15,10,3,14,47,155,12
+ Interest Expense,0,2,22,23,25,30,84,89,163,27
- Interest Income,0,0,4,9,15,27,70,41,9,16
+ Other Non-Op (Income) Loss,1,146,4,0,5,-1,6,6,6,7
Pretax Income,-19,-222,-156,-205,-194,-130,-75,-232,-465,-207
- Income Tax Expense (Benefit),11,4,9,21,23,18,7,35,34,60
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,-29,-226,-165,-226,-217,-148,-82,-267,-499,-267
- Net Extraordinary Losses (Gains),0,0,0,0,0,0,0,0,0,0
+ Discontinued Operations,0,0,0,0,0,0,0,0,0,0
+ Extraord. & Accounting Changes,0,0,0,0,0,0,0,0,0,0
Income (Loss) Incl. MI,-29,-226,-165,-226,-217,-148,-82,-267,-499,-267
- Minority Interest,0,0,0,0,0,0,0,0,0,0
"Net Income, GAAP",-29,-226,-165,-226,-217,-148,-82,-267,-499,-267
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",-29,-226,-165,-226,-217,-148,-82,-267,-499,-267
Basic Weighted Avg Shares,206,223,245,261,272,275,284,291,289,296
"Basic EPS, GAAP",-0.14,-1.02,-0.67,-0.86,-0.80,-0.54,-0.29,-0.92,-1.73,-0.90
Basic EPS from Cont Ops,-0.14,-1.02,-0.67,-0.86,-0.80,-0.54,-0.29,-0.92,-1.73,-0.90
Diluted Weighted Avg Shares,206,223,245,261,272,275,284,291,289,296
"Diluted EPS, GAAP",-0.14,-1.02,-0.67,-0.86,-0.80,-0.54,-0.29,-0.92,-1.73,-0.90
Diluted EPS from Cont Ops,-0.14,-1.02,-0.67,-0.86,-0.80,-0.54,-0.29,-0.92,-1.73,-0.90
EBITDA,-9,-55,-105,-147,-120,-33,100,75,1,94
EBITDA Margin (%),-2.20,-9.15,-11.28,-10.69,-6.81,-1.44,3.44,2.19,0.02,1.70
EBITA,-19,-74,-134,-190,-180,-129,-54,-179,-304,-189
EBIT,-19,-74,-134,-190,-180,-129,-54,-179,-304,-189
Gross Margin (%),72.29,73.31,72.90,73.16,72.95,71.61,72.12,70.68,70.05,68.76
Operating Margin (%),-4.70,-12.40,-14.39,-13.79,-10.21,-5.68,-1.87,-5.25,-7.15,-3.43
Profit Margin (%),-7.38,-37.86,-17.78,-16.39,-12.30,-6.51,-2.82,-7.83,-11.72,-4.85
Sales per Employee,345342,347375,351935,363241,386146,425037,413402,425306,406388,437983
Dividend per Share,0,0,0,0,0,0,0,0,0,0
Depreciation Expense,10,19,29,43,60,96,154,254,305,283
