,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.30,0.20,0.18,0.16,0.17,0.21,0.06,0.06,0.05,0.03
Current Ratio,1.18,1.00,1.00,0.95,1.02,1.11,1.08,1.04,1.03,1.04
Quick Ratio,0.86,0.73,0.72,0.66,0.68,0.73,0.23,0.22,0.20,0.17
CFO/Avg Current Liab,0.85,0.93,0.90,0.86,0.79,0.79,0.32,0.26,0.24,0.21
Common Equity/Total Assets,69.40,78.78,86.38,92.35,99.56,103.38,16.17,18.02,19.48,20.73
Long-Term Debt/Equity (%),104.77,112.63,161.20,175.80,179.31,259.70,62.00,60.91,64.88,66.11
Long-Term Debt/Capital (%),35.94,33.26,34.69,32.94,32.34,33.83,59.52,57.78,55.89,52.82
Long-Term Debt/Total Assets (%),39.48,39.75,45.91,45.85,47.59,52.88,27.87,27.20,27.19,24.98
Total Debt/Equity (%),107.34,115.42,161.39,179.54,179.42,259.88,62.83,62.06,66.47,67.59
Total Debt/Capital (%),36.82,34.08,34.73,33.64,32.36,33.85,60.31,58.88,57.26,54.00
Total Debt/Total Assets (%),40.45,40.73,45.96,46.82,47.62,52.91,28.24,27.72,27.85,25.54
CFO/Total Liabilities,17.53,21.63,20.15,19.87,19.62,17.30,6.55,10.04,9.11,8.85
CFO/CapEx,0,0,0,0,0,0,0,0,0,0
Altman's Z-Score,8.28,9.11,9.20,8.97,8.91,8.02,2.55,2.80,2.67,2.34
