,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),10.32,10.80,9.23,10.90,12.95,10.85,7.39,7.37,9.43,15.70
Return on Assets (%),7.20,8.00,7.62,9.75,12.44,11.02,2.01,1.26,1.77,3.16
Return on Capital (%),7.66,7.93,6.98,7.98,9.77,8.14,4.67,4.29,5.00,8.01
Return on Invested Capital (%),9.57,10.55,12.00,12.63,18.01,14.37,4.00,2.08,3.33,5.60
Gross Margin (%),42.33,43.13,44.63,46.25,46.91,47.30,47.88,47.40,49.91,54.94
EBITDA Margin (%),30.41,31.86,32.89,33.71,34.32,35.75,31.85,30.96,33.80,38.65
Operating Margin (%),22.04,23.88,24.95,26.25,26.72,26.21,15.65,9.35,14.10,20.78
Incremental Operating Margin (%),1.51,59.13,53.72,53.39,40.31,3.15,1.56,-4.42,65.50,92.52
Pretax Margin (%),18.65,20.67,20.12,23.16,23.84,26.70,10.63,7.88,10.27,16.42
Profit Margin (%),13.46,14.88,13.55,16.89,21.88,20.38,8.77,6.45,8.22,14.26
Net Income to Common Margin (%),13.46,14.88,13.55,16.89,21.88,20.38,8.77,6.45,8.22,14.26
Effective Tax Rate (%),36.53,36.68,35.67,38.59,11.63,24.31,18.28,16.74,21.79,18.92
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),10.32,10.80,9.23,10.90,12.95,10.85,7.39,7.37,9.43,15.70
