,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,4.99,4.99,4.78,4.14,5.29,5.43,5.81,5.80,6.32,6.57
Days Sales Outstanding,73.20,73.09,76.41,88.22,69.02,67.26,62.87,62.92,57.77,55.59
Inventory Turnover,7.32,7.28,6.79,5.41,6.10,5.67,5.72,5.13,5.37,5.40
Days Inventory Outstanding,49.85,50.16,53.75,67.50,59.82,64.37,63.84,71.09,68.02,67.65
Accounts Payable Turnover,5.28,5.12,4.91,3.93,5.68,5.41,5.57,5.47,5.65,5.60
Accounts Payable Turnover Days,69.19,71.24,74.27,92.79,64.29,67.43,65.57,66.67,64.63,65.17
Cash Conversion Cycle,53.87,52.01,55.89,62.93,64.55,64.20,61.14,67.34,61.16,58.07
Inventory to Cash Days,23.35,22.93,22.66,20.72,9.21,2.89,-0.97,-8.17,-10.25,-12.06
Inventories,1895,2057,1847,1208,1696,1813,1880,1928,2050,2191
Raw Materials,1217,1316,1167,826,1136,1221,1302,1344,1434,1563
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,678,741,680,382,560,592,578,584,616,628
Other Inventory,0,0,0,0,0,0,0,0,0,0
