,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,45862,43656,28449,34081,40324,48184,40570,38966,56982,43882
- Cash & Cash Equivalents,3275,3149,3054,3182,3062,1093,1494,3315,2354,1804
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,133,48,47,50,52,43,40,42,40,5952
+ Total Debt,5642,6024,6842,6646,4656,4760,5721,7486,6665,10374
Enterprise Value,48362,46579,32284,37595,41970,51894,44837,43179,61333,58404
Total Capital,25182,26416,28674,28889,27180,28352,30437,32960,33229,44856
Total Debt/Capital (%),22.40,22.80,23.86,23.01,17.13,16.79,18.80,22.71,20.06,23.13
Total Debt / EV,0.12,0.13,0.21,0.18,0.11,0.09,0.13,0.17,0.11,0.18
EV/Sales,1.96,1.90,1.45,2.59,2.75,2.98,2.44,2.57,3.36,2.98
EV/EBITDA,10.02,9.33,7.59,11.45,12.77,13.84,11.37,11.14,15.13,12.64
EV/EBIT,12.07,11.19,9.39,13.85,15.84,17.35,14.37,14.28,19.89,16.30
EV/Cash Flow to Firm,12.73,12.15,12.14,12.40,20.41,17.16,14.24,13.43,16.59,19.00
EV/Free Cash Flow to Firm,10.80,10.39,9.94,10.81,16.57,14.25,11.98,11.50,14.33,16.20
Diluted Market Cap,46916,44126,29401,34293,40431,48651,41208,39526,57556,44245
Diluted Enterprise Value,49416,47049,33236,37807,42077,52361,45475,43739,61907,58767
EV per Share,68.44,66.87,49.32,58.49,65.41,82.48,73.38,72.21,102.94,98.76
TTM Sales,24669,24537,22304,14522,15264,17408,18372,16785,18236,19629
TTM EBITDA,4825,4994,4254,3282,3286,3749,3942,3877,4053,4622
TTM Operating Income,4006,4163,3439,2714,2650,2991,3120,3023,3084,3583
TTM Cash Flow to Firm,3800,3834,2660,3031,2056,3025,3148,3216,3698,3075
TTM Free Cash Flow to Firm,4478,4485,3248,3478,2532,3642,3742,3754,4279,3606
