,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),10.55,10.80,12.87,7.44,6.80,9.57,9.56,7.84,8.87,11.74
Return on Assets (%),8.26,8.78,11.72,7.46,7.35,11.02,11.28,9.06,9.68,10.70
Return on Capital (%),8.51,8.73,10.23,6.10,5.81,8.34,8.25,6.54,7.26,8.67
Return on Invested Capital (%),16.06,16.65,14.49,12.96,13.70,18.41,18.42,17.36,15.28,13.16
Gross Margin (%),40.34,41.40,40.57,43.12,41.95,42.85,42.54,41.76,41.47,41.71
EBITDA Margin (%),19.56,20.35,19.07,22.60,21.53,21.54,21.46,23.10,22.23,23.55
Operating Margin (%),16.24,16.97,15.42,18.69,17.36,17.18,16.98,18.01,16.91,18.25
Incremental Operating Margin (%),-126.85,-118.94,32.42,9.32,-8.63,15.90,13.38,6.11,4.20,35.82
Pretax Margin (%),12.96,13.64,18.66,15.95,15.30,15.32,15.56,13.91,15.97,20.81
Profit Margin (%),8.12,8.75,12.15,11.26,9.94,12.66,12.55,11.71,12.63,16.46
Net Income to Common Margin (%),8.12,8.75,12.15,11.26,9.94,12.66,12.55,11.71,12.63,16.46
Effective Tax Rate (%),35.36,34.77,34.32,30.09,28.27,16.61,18.57,14.78,20.09,20.93
Dvd Payout Ratio (%),55.50,54.48,46.04,74.45,72.58,54.74,51.45,60.00,51.47,37.88
Sustainable Growth Rate (%),4.69,4.92,6.94,1.90,1.86,4.33,4.64,3.14,4.30,7.29
