,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,1779,1700,1273,1278,1279,1283,1450,1843,3492,3151
ST Debt,79,108,0,0,0,0,0,0,0,399
LT Debt,1700,1592,1273,1278,1279,1283,1450,1843,3492,2752
Total Debt/EBITDA,2.46,1.92,1.26,1.23,1.21,1.13,1.49,1.82,4.56,3.60
Net Debt/EBITDA,1.02,0.80,0.37,0.54,0.55,0.92,1.25,1.16,3.49,2.79
Total Debt/EBIT,3.57,2.46,1.53,1.50,1.50,1.37,1.95,2.40,7.40,6.09
Net Debt/EBIT,1.48,1.03,0.45,0.65,0.68,1.12,1.63,1.53,5.66,4.72
EBITDA to Interest Expense,6.14,5.94,7.40,14.03,11.26,19.60,13.86,8.89,8.60,8.58
EBITDA-CapEx/Interest Expense,4.96,4.83,6.03,10.18,7.19,11.62,6.29,5.80,4.88,5.79
EBIT to Interest Expense,4.22,4.64,6.09,11.51,9.07,16.10,10.61,6.73,5.30,5.07
Interest Expense,118,149,137,74,94,58,70,114,89,102
Common Equity/Total Assets,3.81,8.39,14.09,20.84,26.48,40.89,42.81,43.32,36.62,39.39
Long-Term Debt/Equity (%),111.77,116.63,85.44,77.31,72.75,84.63,91.31,96.95,124.36,78.88
Long-Term Debt/Capital (%),84.33,71.52,59.99,49.12,43.11,32.96,32.51,34.28,47.29,37.05
Long-Term Debt/Total Assets (%),27.31,25.39,21.13,20.12,20.07,20.10,20.62,22.59,32.86,25.35
Total Debt/Equity (%),116.96,124.54,85.44,77.31,72.75,84.63,91.31,96.95,124.36,90.31
Total Debt/Capital (%),88.24,76.37,59.99,49.12,43.11,32.96,32.51,34.28,47.29,42.42
Total Debt/Total Assets (%),28.58,27.12,21.13,20.12,20.07,20.10,20.62,22.59,32.86,29.02
Net Debt to Equity,48.39,52.01,25.44,33.76,32.88,68.80,76.26,61.76,95.12,69.88
Net Debt/Capital (%),75.64,57.44,30.86,29.65,25.51,28.55,27.62,24.13,39.53,35.02
EBITDA,724,885,1014,1038,1058,1137,970,1014,765,875
EBITDA-CapEx,585,720,826,753,676,674,440,661,434,591
Operating Income (Loss),498,691,834,852,853,934,743,767,472,517
