,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,4326,5522,5986,8510,10630,7884,10274,6825,7409,9204
- Cash & Cash Equivalents,1043,990,894,720,701,240,75,512,627,467
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,1779,1700,1273,1278,1279,1283,1450,1843,3492,3151
Enterprise Value,5062,6232,6365,9068,11208,8927,11649,8156,10274,11888
Total Capital,2016,2226,2122,2602,2967,3893,4460,5377,7384,7428
Total Debt/Capital (%),88.24,76.37,59.99,49.12,43.11,32.96,32.51,34.28,47.29,42.42
Total Debt / EV,0.35,0.27,0.20,0.14,0.11,0.14,0.12,0.23,0.34,0.27
EV/Sales,0.74,0.90,0.91,1.28,1.51,1.09,1.31,0.87,1.08,1.11
EV/EBITDA,6.99,7.04,6.28,8.74,10.59,7.85,12.01,8.04,13.43,13.59
EV/EBIT,10.16,9.02,7.63,10.64,13.14,9.56,15.68,10.63,21.77,22.99
EV/Cash Flow to Firm,16.11,7.64,6.95,10.35,12.85,9.26,12.23,6.85,12.26,14.02
EV/Free Cash Flow to Firm,11.17,6.36,5.77,7.81,8.94,6.26,7.86,5.28,8.79,10.50
Diluted Market Cap,4477,5636,6165,8694,10795,8242,10425,6843,7465,9250
Diluted Enterprise Value,5213,6346,6544,9252,11373,9285,11800,8174,10330,11934
EV per Share,103.93,129.03,135.72,196.27,248.52,213.06,285.51,201.41,256.85,297.95
TTM Sales,6820,6957,7020,7068,7441,8176,8899,9361,9524,10676
TTM EBITDA,724,885,1014,1038,1058,1137,970,1014,765,875
TTM Operating Income,498,691,834,852,853,934,743,767,472,517
TTM Cash Flow to Firm,314,815,916,876,872,964,952,1191,838,848
TTM Free Cash Flow to Firm,453,980,1104,1161,1254,1427,1482,1544,1169,1132
