,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),0,0,0,0,0,0,0,0,0,0
Return on Assets (%),5.47,6.25,6.66,8.69,6.30,9.99,8.32,8.11,14.16,10.94
Return on Capital (%),11.96,11.72,11.19,14.04,10.10,15.79,13.17,12.42,20.05,14.81
Return on Invested Capital (%),20.17,21.93,21.51,21.88,17.27,20.59,17.50,16.55,20.51,18.33
Gross Margin (%),82.53,83.04,83.27,83.29,83.23,83.45,83.48,83.76,83.86,84.44
EBITDA Margin (%),19.15,20.00,19.83,19.68,18.77,19.11,19.12,19.37,21.33,19.96
Operating Margin (%),14.02,15.07,15.03,14.94,13.89,14.23,14.06,14.09,16.47,15.03
Incremental Operating Margin (%),-2.05,28.25,14.49,12.86,-6.64,19.10,12.36,22.34,33.47,-42.20
Pretax Margin (%),8.62,9.43,9.97,11.59,10.04,11.43,10.22,10.54,16.74,14.24
Profit Margin (%),4.55,5.08,5.37,6.97,5.08,8.11,6.83,7.28,11.84,9.37
Net Income to Common Margin (%),4.55,5.08,5.37,6.97,5.08,8.11,6.83,7.28,11.84,9.37
Effective Tax Rate (%),32.25,31.83,31.87,28.65,37.39,17.73,20.96,19.21,21.48,20.35
Dvd Payout Ratio (%),0.66,0.24,0,0,0,9.76,11.49,3.05,7.35,8.14
Sustainable Growth Rate (%),0,0,0,0,0,0,0,0,0,0
