,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,9.91,8.25,7.10,6.81,6.41,6.68,6.83,7.16,8.11,8.54
Days Sales Outstanding,36.84,44.22,51.44,53.58,56.95,54.67,53.46,51.00,44.99,42.74
Inventory Turnover,3.48,3.05,2.66,2.76,2.99,2.81,2.64,2.71,2.81,2.44
Days Inventory Outstanding,104.79,119.70,137.25,132.43,122.20,130.03,138.41,134.45,129.98,149.65
Accounts Payable Turnover,9.72,7.98,7.18,6.59,5.40,5.21,4.69,5.43,5.70,6.00
Accounts Payable Turnover Days,37.54,45.72,50.86,55.41,67.59,70.08,77.82,67.18,64.02,60.88
Cash Conversion Cycle,104.08,118.20,137.83,130.60,111.55,114.61,114.05,118.26,110.96,131.51
Inventory to Cash Days,-67.95,-75.48,-85.81,-78.86,-65.25,-75.36,-84.95,-83.45,-84.99,-106.92
Inventories,300,319,325,350,380,545,522,603,1090,1405
Raw Materials,184,184,188,219,242,349,328,376,727,798
Work In Process,10,9,3,3,3,7,10,7,11,15
Finished Goods,113,136,145,128,136,189,184,221,352,592
Other Inventory,-7,-9,-11,0,0,0,0,0,0,0
