,2014,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,0,4289,6032,4674,4582,4427,4724,5083,4885,4427
"+ Cash, Cash Equivalents & STI",0,1696,1617,634,524,543,618,802,378,376
+ Cash & Cash Equivalents,0,1083,1453,634,524,543,618,802,378,376
+ ST Investments,0,613,165,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,0,912,1453,1604,1495,1276,1364,1453,1260,1382
"+ Accounts Receivable, Net",0,912,1453,1604,1495,1276,1364,1453,1260,1382
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,0,1169,2307,1969,2082,2257,2385,2451,2148,2147
+ Raw Materials,0,181,280,261,250,228,279,272,243,261
+ Work In Process,0,88,146,142,200,230,231,224,176,231
+ Finished Goods,0,900,1828,1557,1632,1798,1875,1955,1729,1655
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,0,53,10,0,0,0,0,0,0
+ Other ST Assets,0,512,655,466,482,352,357,378,1099,523
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,0,5346,21376,21835,21810,19699,19915,19334,18571,16639
"+ Property, Plant & Equip, Net",0,1289,2063,2038,2039,2015,2077,2048,1837,1873
"+ Property, Plant & Equip",0,3411,4428,4672,5084,5437,5917,6325,6138,6458
- Accumulated Depreciation,0,2122,2365,2634,3045,3422,3839,4277,4301,4586
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,0,4057,19314,19798,19772,17684,17837,17287,16735,14766
+ Total Intangible Assets,0,3118,18588,19244,19022,17279,16857,16317,14453,13644
+ Goodwill,0,2514,9531,10509,10668,9594,9600,9262,8919,8580
+ Other Intangible Assets,0,604,9057,8735,8353,7685,7258,7056,5534,5064
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,0,939,725,554,750,405,980,969,2282,1122
Total Assets,0,9635,27408,26509,26393,24127,24639,24418,23456,21066
+ Payables & Accruals,0,427,1208,1412,1369,1176,1306,1280,1034,975
+ Accounts Payable,0,167,285,365,330,363,401,330,307,354
+ Accrued Taxes,0,72,147,184,165,142,127,60,62,39
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,0,187,776,864,873,671,778,890,666,582
+ ST Debt,0,0,0,576,1225,500,1500,500,1605,544
+ ST Borrowings,0,0,0,576,1225,500,1500,500,1605,544
+ ST Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other ST Liabilities,0,611,428,413,412,721,636,777,829,839
+ Deferred Revenue,0,0,0,0,0,0,0,145,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,611,428,413,412,721,636,632,829,839
Total Current Liabilities,0,1038,1636,2401,3006,2396,3442,2557,3468,2358
+ LT Debt,0,1426,11556,10670,8918,8439,6721,7627,5474,5152
+ LT Borrowings,0,1426,11556,10670,8918,8439,6721,7627,5474,5152
+ LT Finance Leases,0,0,0,0,0,0,0,0,0,0
+ Other LT Liabilities,0,649,4403,3855,2711,2016,2083,2035,1848,1529
+ Accrued Liabilities,0,46,3150,3031,1102,1000,840,790,559,475
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,0,603,1253,824,1610,1016,1243,1245,1289,1054
Total Noncurrent Liabilities,0,2074,15959,14525,11629,10454,8804,9661,7322,6681
Total Liabilities,0,3112,17595,16926,14635,12851,12246,12218,10790,9039
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,0,4333,8198,8372,8518,8689,8923,9125,9318,9508
+ Common Stock,0,3,3,3,3,3,3,3,3,3
+ Additional Paid in Capital,0,4331,8195,8369,8515,8686,8920,9122,9315,9504
- Treasury Stock,0,6184,6329,6736,6722,6722,6721,6720,6718,6867
+ Retained Earnings,0,8285,8348,8467,10023,9491,10427,10087,10292,9559
+ Other Equity,0,86,-329,-434,-83,-187,-242,-298,-232,-179
Equity Before Minority Interest,0,6521,9812,9582,11758,11271,12388,12194,12661,12020
+ Minority/Non Controlling Interest,0,2,2,1,0,5,5,5,6,7
Total Equity,0,6523,9813,9583,11758,11276,12393,12199,12666,12027
Total Liabilities & Equity,0,9635,27408,26509,26393,24127,24639,24418,23456,21066
Shares Outstanding,0,170,203,201,203,204,206,208,209,209
Capital Leases - Total,0,0,0,0,0,0,0,0,0,0
Net Debt,0,342,10104,10611,9618,8396,7604,7324,6701,5321
Net Debt to Equity,0,5.25,102.96,110.73,81.80,74.46,61.35,60.04,52.91,44.24
Tangible Common Equity Ratio,0,52,-99,-133,-99,-88,-57,-51,-20,-22
Current Ratio,0,4.13,3.69,1.95,1.52,1.85,1.37,1.99,1.41,1.88
Cash Conversion Cycle,0,193.71,386.07,343.05,362.45,360.55,377.88,427.04,430.54,397.88
Number of Employees,0,10000,17500,18500,18200,19000,19900,20000,19500,18000
