,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,4159,4428,4050,3751,1982,6015,5546,2714,12390,7360
+ Depreciation & Amortization,2065,2002,2100,2428,2440,2396,3339,3501,3481,3210
+ Non-Cash Items,3888,3447,4506,5677,9750,5679,6973,8090,-981,6099
+ Stock-Based Compensation,240,205,161,239,244,170,239,203,331,314
+ Deferred Income Taxes,0,-76,-402,-686,1434,714,-296,-1627,605,-772
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,3648,3318,4747,6124,8072,4795,7030,9514,-1917,6557
+ Chg in Non-Cash Work Cap,127,-386,-450,-25,371,-1106,774,2391,-2574,-2857
+ (Inc) Dec in Accts Receiv,276,-17,-72,-159,-157,-74,-63,287,17,-641
+ (Inc) Dec in Inventories,0,0,0,0,0,0,0,0,0,0
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,-143,10,45,28,85,45,-19,-87,-71,246
+ Inc (Dec) in Other,-6,-379,-423,106,443,-1077,856,2191,-2520,-2462
+ Net Cash From Disc Ops,-255,-187,-79,25,-361,-6,7,3,-6,-3
Cash from Operating Activities,9984,9304,10127,11856,14182,12978,16639,16699,12310,13809
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-818,-502,-532,-779,-1018,-874,-887,-710,-698,-934
+ Acq of Fixed Prod Assets,-818,-502,-532,-779,-1018,-874,-887,-710,-698,-934
+ Acq of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Net Change in LT Investment,407,-621,-2193,-3247,-309,-16860,5882,-19890,1861,6794
+ Dec in LT Investment,16469,16856,14284,14694,17988,16328,18383,23136,29745,21644
+ Inc in LT Investment,-16062,-17477,-16477,-17941,-18297,-33188,-12501,-43026,-27884,-14850
+ Net Cash From Acq & Div,-204,-24,-9314,-629,-3187,-600,-8393,-7,-669,-1176
+ Cash from Divestitures,0,0,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,-204,-24,-9314,-629,-3187,-600,-8393,-7,-669,-1176
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,4336,-14844,-17687,-20975,-11027,2716,-19600,5766,-31995,-34422
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,3721,-15991,-29726,-25630,-15541,-15618,-22998,-14841,-31501,-29738
+ Dividends Paid,-608,-746,-974,-1026,-1045,-1038,-1035,-740,-1422,-1178
+ Net Cash From Debt,-8608,7557,10747,1533,-2778,-1191,-4186,-16480,3554,8423
+ Cash From Debt,4263,12924,36892,29243,41409,6974,10798,5235,10847,31044
+ Repayments of Debt,-12871,-5367,-26145,-27710,-44187,-8165,-14984,-21715,-7293,-22621
+ Cash (Repurchase) of Equity,-952,-1945,-2330,-3530,-76,-2109,-1282,-152,-7352,-4672
+ Increase in Capital Stock,81,100,111,131,164,175,199,241,253,276
+ Decrease in Capital Stock,-1033,-2045,-2441,-3661,-240,-2284,-1481,-393,-7605,-4948
+ Other Financing Activities,-8304,2772,12937,18750,7117,6115,13122,42536,5694,22558
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-18472,7638,20380,15727,3218,1777,6619,25164,474,25131
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,-4767,951,781,1953,1859,-863,260,27022,-18717,9202
EBITDA,2065,2002,2100,2428,2440,2396,3339,3501,3481,3210
EBITDA Margin (%),9.23,8.98,8.97,9.52,8.96,8.73,11.68,12.27,11.44,9.37
Net Cash Paid for Acquisitions,204,24,9314,629,3187,600,8393,7,669,1176
Free Cash Flow,9166,8802,9595,11077,13164,12104,15752,15989,11612,12875
Free Cash Flow to Firm,7939,7739,8486,9690,12099,8563,11588,13342,10359,9591
Free Cash Flow to Equity,-348,16292,20184,12396,10121,10648,11284,-771,14892,21070
Free Cash Flow per Basic Share,15.81,15.63,17.71,21.94,27.19,25.22,33.69,34.93,26.24,32.86
Price/Free Cash Flow,4.12,4.86,3.76,3.52,3.20,2.60,2.75,2.58,4.97,2.48
Cash Flow to Net Income,2.40,2.10,2.50,3.16,7.16,2.16,3.00,6.15,0.99,1.88
