,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),195.34,100.53,63.61,53.70,65.40,32.01,57.73,33.26,37.50,48.34
Return on Assets (%),14.52,14.78,12.29,12.75,20.20,11.84,23.66,14.22,16.06,21.62
Return on Capital (%),29.75,50.14,52.99,48.58,62.08,0,55.52,31.96,36.45,47.48
Return on Invested Capital (%),26.76,21.87,17.26,18.69,29.52,0,31.24,18.89,22.51,29.16
Gross Margin (%),66.04,67.13,64.90,64.04,64.50,63.84,64.06,63.94,63.80,61.07
EBITDA Margin (%),19.71,23.20,19.46,23.31,29.82,32.82,34.79,32.12,33.08,36.29
Operating Margin (%),18.31,21.49,17.83,21.56,28.57,31.53,33.42,30.19,31.37,34.86
Incremental Operating Margin (%),15.64,26.64,9.39,32.27,43.88,41.19,49.14,113.84,35.69,42.03
Pretax Margin (%),16.13,20.80,17.43,21.45,28.84,13.42,35.77,31.88,31.58,36.10
Profit Margin (%),11.75,14.87,14.46,16.31,25.71,15.25,35.67,27.38,28.52,30.87
Net Income to Common Margin (%),11.75,14.87,14.46,16.31,25.71,15.25,35.67,27.38,28.52,30.87
Effective Tax Rate (%),27.14,28.52,17.06,23.96,10.86,0,0.28,14.12,9.67,14.50
Dvd Payout Ratio (%),0,0,0,0,0,0,0,0,0,0
Sustainable Growth Rate (%),195.34,100.53,63.61,53.70,65.40,32.01,57.73,33.26,37.50,48.34
