,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,0,3974,5365,6852,17364,15569,15517,22011,44045,37241
- Cash & Cash Equivalents,114,240,687,568,859,650,1111,893,621,672
+ Preferred Equity and Hybrid Capital,6,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,142,44,43,40,38,35,83,72,57,44
Enterprise Value,30,3568,4721,6024,15866,13649,12876,19211,40693,34261
Total Capital,191,173,293,475,897,1226,1871,2100,2513,3183
Total Debt/Capital (%),74.35,25.16,14.50,8.34,4.20,2.89,4.44,3.45,2.25,1.38
Total Debt / EV,4.69,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00
EV/Sales,0.08,6.11,5.64,5.34,9.64,6.34,5.34,8.29,13.80,7.82
EV/EBITDA,0.43,26.32,28.96,22.89,32.32,19.33,15.35,25.81,41.73,21.55
EV/EBIT,0.46,28.43,31.62,24.75,33.74,20.12,15.98,27.46,44.00,22.44
EV/Cash Flow to Firm,0.76,29.98,23.24,45.02,25.02,26.96,13.37,26.13,40.06,69.52
EV/Free Cash Flow to Firm,0.50,27.00,21.16,38.80,24.43,25.75,13.15,25.60,37.66,63.75
Diluted Market Cap,0,3310,5624,7086,18605,16634,16429,22962,45699,38402
Diluted Enterprise Value,34,3114,4979,6557,17784,16020,15401,22141,45135,37775
EV per Share,0.12,13.61,17.32,21.27,53.81,45.09,42.14,63.05,132.26,111.64
TTM Sales,361,584,838,1129,1646,2151,2411,2318,2948,4381
TTM EBITDA,71,136,163,263,491,706,839,744,975,1590
TTM Operating Income,66,126,149,243,470,678,806,700,925,1527
TTM Cash Flow to Firm,40,119,203,134,634,506,963,735,1016,493
TTM Free Cash Flow to Firm,60,132,223,155,649,530,979,750,1081,537
