,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,0,33.81,42.89,36.13,40.22,46.88,18.03,34.60,52.18,27.50
Price/Earnings Average,0,41.20,38.63,27.69,27.21,58.87,21.94,26.85,33.67,26.88
Price/Earnings High,0,52.88,48.24,36.93,41.94,71.39,29.40,35.18,54.16,32.74
Price/Earnings Low,0,30.67,30.56,19.60,14.91,42.62,15.38,18.76,23.88,20.19
Price/Book Value,0,30.61,21.38,15.75,20.21,13.07,8.68,10.86,17.93,11.86
Price/Book Value Average,0,37.30,19.25,12.07,13.67,16.42,10.56,8.42,11.57,11.60
Price/Book Value High,0,47.87,24.05,16.10,21.07,19.91,14.15,11.04,18.61,14.13
Price/Book Value Low,0,27.76,15.24,8.54,7.49,11.89,7.40,5.88,8.21,8.71
Price/Tangible Book Value,0,7.15,6.81,6.19,10.45,7.67,5.55,7.32,11.91,8.28
Price/Tangible Book Value Average,0,8.71,6.13,4.74,7.07,9.63,6.76,5.68,7.69,8.09
Price/Tangible Book Value High,0,11.18,7.66,6.32,10.89,11.67,9.06,7.44,12.37,9.86
Price/Tangible Book Value Low,0,6.49,4.85,3.36,3.87,6.97,4.74,3.97,5.45,6.08
Price/Sales,0,5.03,6.20,5.89,10.34,7.15,6.43,9.47,14.88,8.49
Price/Sales Average,0,6.13,5.58,4.52,6.99,8.98,7.83,7.35,9.60,8.30
Price/Sales High,0,7.86,6.97,6.02,10.78,10.89,10.49,9.63,15.45,10.11
Price/Sales Low,0,4.56,4.42,3.20,3.83,6.50,5.49,5.14,6.81,6.23
Price/Cash Flow,0,25.64,25.90,50.63,26.95,30.57,16.10,29.87,43.19,75.47
Price/Cash Flow Average,0,31.25,23.33,38.80,18.23,38.39,19.59,23.18,27.87,73.78
Price/Cash Flow High,0,40.11,29.13,51.75,28.10,46.56,26.25,30.37,44.83,89.86
Price/Cash Flow Low,0,23.26,18.46,27.47,9.99,27.80,13.73,16.19,19.77,55.42
Price/Free Cash Flow,0,25.93,25.50,46.35,28.76,31.57,16.79,30.60,42.29,71.45
Price/Free Cash Flow Average,0,31.60,22.96,35.53,19.45,39.64,20.43,23.74,27.29,69.85
Price/Free Cash Flow High,0,40.56,28.68,47.37,29.99,48.08,27.37,31.11,43.89,85.08
Price/Free Cash Flow Low,0,23.52,18.17,25.15,10.66,28.70,14.32,16.58,19.36,52.47
EV/Sales,0.08,6.11,5.64,5.34,9.64,6.34,5.34,8.29,13.80,7.82
EV/Sales Average,0.09,7.95,5.00,4.18,6.64,8.80,7.41,7.02,9.45,8.17
EV/Sales High,0.09,10.30,6.43,5.73,10.50,10.74,10.07,9.30,15.31,9.98
EV/Sales Low,0.09,5.83,3.79,2.82,3.41,6.29,5.07,4.79,6.65,6.10
EV/EBITDA,0.43,26.32,28.96,22.89,32.32,19.33,15.35,25.81,41.73,21.55
EV/EBITDA Average,0.48,34.28,25.69,17.95,22.25,26.82,21.29,21.85,28.57,22.51
EV/EBITDA High,0.48,44.40,33.07,24.60,35.21,32.71,28.95,28.96,46.30,27.50
EV/EBITDA Low,0.48,25.14,19.50,12.12,11.44,19.18,14.56,14.93,20.10,16.81
EV/EBIT,0.46,28.43,31.62,24.75,33.74,20.12,15.98,27.46,44.00,22.44
EV/EBIT Average,0.52,37.01,28.04,19.40,23.23,27.92,22.16,23.24,30.12,23.43
EV/EBIT High,0.52,47.95,36.09,26.60,36.75,34.05,30.13,30.81,48.82,28.63
EV/EBIT Low,0.52,27.15,21.29,13.10,11.94,19.96,15.15,15.88,21.19,17.50
Last Price,0,15.16,19.69,24.19,58.90,51.44,50.78,72.24,143.15,121.35
High Price,0,23.71,22.14,24.73,61.41,78.34,82.82,73.45,148.57,144.50
Low Price,0,13.75,14.03,13.13,21.83,46.77,43.33,39.16,65.52,89.11
Enterprise Value,30,3568,4721,6024,15866,13649,12876,19211,40693,34261
Enterprise Value Average,34,4646,4187,4723,10924,18938,17856,16262,27856,35780
Enterprise Value High,34,6018,5389,6475,17284,23097,24277,21558,45148,43718
Enterprise Value Low,34,3408,3178,3190,5615,13541,12211,11110,19595,26721
