,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,4822,4863,4384,4338,4639,3793,4179,4338,4397,5113
"+ Cash, Cash Equivalents & STI",962,1089,970,1315,1535,726,883,888,832,775
+ Cash & Cash Equivalents,962,1089,970,1315,1535,726,883,888,832,775
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,1636,1552,1427,1411,1480,1400,1440,1264,1297,1504
"+ Accounts Receivable, Net",1636,1552,1427,1411,1480,1400,1440,1264,1297,1504
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,1425,1382,1180,1171,1221,1250,1400,1673,1692,2074
+ Raw Materials,340,349,261,266,267,253,0,454,505,666
+ Work In Process,60,55,45,42,42,37,0,45,39,48
+ Finished Goods,1025,978,874,863,912,960,0,1256,1248,1508
+ Inventory Adjustments,0,0,0,0,0,0,0,-82,-100,-148
+ Other Inventory,0,0,0,0,0,0,1400,0,0,0
+ Other ST Assets,799,840,807,441,403,417,456,513,576,760
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,9054,8596,7574,7785,8037,8368,10855,11582,10643,10618
"+ Property, Plant & Equip, Net",4083,4080,3796,3840,4072,3881,3750,3716,3730,4307
"+ Property, Plant & Equip",8330,8385,8059,7942,8460,8336,8580,8751,8899,9583
- Accumulated Depreciation,4247,4305,4263,4102,4388,4455,4830,5035,5169,5276
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,4971,4516,3778,3945,3965,4487,7105,7866,6913,6311
+ Total Intangible Assets,3970,3720,3449,3420,3965,4167,6175,6718,5746,5272
+ Goodwill,2474,2307,2103,2107,2218,2530,3508,3824,3284,3352
+ Other Intangible Assets,1496,1413,1346,1313,1747,1637,2667,2894,2462,1920
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,1001,796,329,525,0,320,930,1148,1167,1039
Total Assets,13876,13459,11958,12123,12676,12161,15034,15920,15040,15731
