,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Accounts Receivable Turnover,7.98,7.76,7.48,7.46,7.34,7.60,7.47,6.61,7.61,7.23
Days Sales Outstanding,45.77,47.02,48.80,48.94,49.75,48.04,48.89,55.26,47.98,50.50
Inventory Turnover,0,0,0,0,0,0,0,0,0,0
Days Inventory Outstanding,0,0,0,0,0,0,0,0,0,0
Accounts Payable Turnover,18.05,17.61,18.44,21.79,23.64,22.99,24.28,24.32,23.94,23.55
Accounts Payable Turnover Days,20.22,20.72,19.79,16.75,15.44,15.88,15.03,15.01,15.25,15.50
Cash Conversion Cycle,25.54,26.29,29.01,32.18,34.31,32.16,33.86,40.25,32.74,35.00
Inventory to Cash Days,45.77,47.02,48.80,48.94,49.75,48.04,48.89,55.26,47.98,50.50
Inventories,0,0,0,0,0,0,0,0,0,0
Raw Materials,0,0,0,0,0,0,0,0,0,0
Work In Process,0,0,0,0,0,0,0,0,0,0
Finished Goods,0,0,0,0,0,0,0,0,0,0
Other Inventory,0,0,0,0,0,0,0,0,0,0
