,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.51,0.46,0.33,0.38,0.39,0.34,0.29,0.55,0.46,0.54
Current Ratio,2.19,2.12,2.05,1.89,1.91,1.80,1.73,1.76,1.67,1.88
Quick Ratio,1.54,1.52,1.41,1.42,1.37,1.31,1.17,1.23,1.18,1.38
CFO/Avg Current Liab,0.09,0.59,0.69,0.66,0.63,0.73,0.59,0.60,0.50,0.53
Common Equity/Total Assets,0.90,2.24,2.03,4.76,1.99,0.01,1.57,1.17,5.68,10.75
Long-Term Debt/Equity (%),0.14,0.12,0.10,0.08,0.06,0.04,17.68,18.57,13.13,9.68
Long-Term Debt/Capital (%),8.74,3.03,2.82,0.98,1.73,58.89,65.22,67.28,41.88,27.27
Long-Term Debt/Total Assets (%),0.09,0.07,0.06,0.05,0.04,0.02,8.75,8.75,6.14,5.12
Total Debt/Equity (%),0.16,0.13,0.12,0.09,0.08,0.06,23.94,25.12,19.19,15.16
Total Debt/Capital (%),9.60,3.39,3.24,1.18,2.21,84.66,88.33,90.97,61.24,42.74
Total Debt/Total Assets (%),0.10,0.08,0.07,0.06,0.04,0.03,11.85,11.84,8.98,8.02
CFO/Total Liabilities,8.58,51.05,62.68,63.94,59.43,68.14,44.50,44.12,38.38,48.98
CFO/CapEx,0.91,5.42,5.84,5.33,11.12,13.47,8.74,17.87,16.47,11.19
Altman's Z-Score,11.02,12.12,10.64,10.47,10.18,9.84,8.01,6.23,8.46,7.90
