,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,92477,105331,92563,106557,140018,109186,101135,100592,101583,65865
- Cash & Cash Equivalents,2581,1897,1798,2398,3053,2853,2353,4634,4564,3655
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,446,33,39,45,59,52,63,64,71,48
+ Total Debt,6009,6837,10797,11650,13949,14622,20560,19051,17626,16200
Enterprise Value,95595,109678,101483,115574,149897,120627,119307,114669,114515,78220
Total Capital,38880,41196,47420,49611,53132,55319,62767,62885,63527,64207
Total Debt/Capital (%),15.46,16.60,22.77,23.48,26.25,26.43,32.76,30.29,27.75,25.23
Total Debt / EV,0.06,0.06,0.11,0.10,0.09,0.12,0.17,0.17,0.15,0.21
EV/Sales,3.10,3.45,3.35,3.84,4.74,3.68,3.71,3.56,3.24,2.29
EV/EBITDA,11.89,12.84,12.11,13.29,17.08,14.80,15.59,13.21,12.33,13.22
EV/EBIT,14.34,15.37,14.61,16.00,20.72,18.11,19.69,16.93,15.54,19.14
EV/Cash Flow to Firm,16.14,16.30,15.55,16.98,23.25,17.98,16.06,13.43,14.58,13.02
EV/Free Cash Flow to Firm,12.60,13.34,12.71,14.05,19.17,14.56,13.07,11.42,12.11,10.08
Diluted Market Cap,96702,109786,96797,110481,144211,114001,102878,101367,103973,68067
Diluted Enterprise Value,100576,114759,105835,119778,155166,125822,121148,115848,117106,80660
EV per Share,144.12,172.68,166.55,193.68,251.98,209.21,207.42,198.48,200.25,142.41
TTM Sales,30871,31821,30274,30109,31657,32765,32136,32184,35355,34229
TTM EBITDA,8037,8543,8381,8697,8778,8148,7653,8683,9284,5917
TTM Operating Income,6666,7135,6946,7223,7234,6660,6060,6772,7369,4086
TTM Cash Flow to Firm,5921,6727,6526,6805,6448,6707,7429,8538,7855,6009
TTM Free Cash Flow to Firm,7586,8220,7987,8225,7821,8284,9128,10039,9458,7758
