,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,6009,6837,10797,11650,13949,14622,20560,19051,17626,16200
ST Debt,1683,106,2044,972,1853,1211,3042,1062,1570,2199
LT Debt,4326,6731,8753,10678,12096,13411,17518,17989,16056,14001
Total Debt/EBITDA,0.75,0.80,1.29,1.34,1.59,1.79,2.69,2.19,1.90,2.74
Net Debt/EBITDA,0.43,0.58,1.07,1.06,1.24,1.44,2.35,1.63,1.38,2.08
Total Debt/EBIT,0.90,0.96,1.55,1.61,1.93,2.20,3.39,2.81,2.39,3.96
Net Debt/EBIT,0.51,0.69,1.30,1.28,1.51,1.77,2.96,2.09,1.74,3.01
EBITDA to Interest Expense,55.43,60.16,56.25,43.70,27.26,23.28,17.08,16.41,19.02,12.81
EBITDA-CapEx/Interest Expense,43.94,49.65,46.44,36.57,23.00,18.77,13.29,13.58,15.74,9.02
EBIT to Interest Expense,45.97,50.25,46.62,36.30,22.47,19.03,13.53,12.80,15.10,8.84
Interest Expense,145,142,149,199,322,350,448,529,488,462
Common Equity/Total Assets,96.65,109.78,111.82,115.23,102.99,111.36,94.37,92.45,97.36,103.24
Long-Term Debt/Equity (%),24.10,51.22,74.51,103.24,104.08,136.18,173.00,139.12,106.21,94.79
Long-Term Debt/Capital (%),11.13,16.34,18.46,21.52,22.77,24.24,27.91,28.61,25.27,21.81
Long-Term Debt/Total Assets (%),12.89,21.53,26.75,32.45,31.84,36.74,39.23,38.00,34.11,30.14
Total Debt/Equity (%),33.48,52.02,91.91,112.64,120.02,148.48,203.04,147.33,116.60,109.68
Total Debt/Capital (%),15.46,16.60,22.77,23.48,26.25,26.43,32.76,30.29,27.75,25.23
Total Debt/Total Assets (%),17.91,21.87,33.00,35.40,36.72,40.06,46.04,40.24,37.44,34.87
Net Debt to Equity,19.10,37.59,76.61,89.45,93.75,119.51,177.37,109.51,84.67,83.17
Net Debt/Capital (%),9.44,12.57,19.73,19.60,21.76,22.43,29.73,24.31,21.71,20.29
EBITDA,8037,8543,8381,8697,8778,8148,7653,8683,9284,5917
EBITDA-CapEx,6372,7050,6920,7277,7405,6571,5954,7182,7681,4168
Operating Income (Loss),6666,7135,6946,7223,7234,6660,6060,6772,7369,4086
