,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
+ Net Income,37037,39510,53394,45687,48351,59531,55256,57411,94680,99803
+ Depreciation & Amortization,6757,7946,11257,10505,10157,10903,12547,11056,11284,11104
+ Non-Cash Items,3394,5210,4968,9148,10640,-27694,5076,6517,2985,10044
+ Stock-Based Compensation,2253,2863,3586,4210,4840,5340,6068,6829,7906,9038
+ Deferred Income Taxes,1141,2347,1382,4938,5966,-32590,-340,-215,-4774,895
+ Asset Impairment Charge,0,0,0,0,0,0,0,0,0,0
+ Other Non-Cash Adj,0,0,0,0,-166,-444,-652,-97,-147,111
+ Chg in Non-Cash Work Cap,6478,7047,11647,484,-5550,34694,-3488,5690,-4911,1200
+ (Inc) Dec in Accts Receiv,-1949,-6452,-3124,1044,-6347,-13332,3176,8470,-14028,-9343
+ (Inc) Dec in Inventories,-973,-76,-238,217,-2723,828,-289,-127,-2642,1484
+ (Inc) Dec in Prepaid Assets,0,0,0,0,0,0,0,0,0,0
+ Inc (Dec) in Accts Payable,2340,5938,5400,1791,9618,9175,-1923,-4062,12326,9448
+ Inc (Dec) in Other,7060,7637,9609,-2568,-6098,38023,-4452,1409,-567,-389
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Operating Activities,53666,59713,81266,65824,63598,77434,69391,80674,104038,122151
+ Change in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp in Fixed & Intang,0,0,0,0,0,0,0,0,0,0
+ Disp of Fixed Prod Assets,0,0,0,0,0,0,0,0,0,0
+ Disp of Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Acq of Fixed & Intang,-9076,-9813,-11488,-13548,-12795,-13313,-10495,-7309,-11085,-10708
+ Acq of Fixed Prod Assets,-8165,-9571,-11247,-12734,-12451,-13313,-10495,-7309,-11085,-10708
+ Acq of Intangible Assets,-911,-242,-241,-814,-344,0,0,0,0,0
+ Net Change in LT Investment,-24042,-9017,-44417,-32022,-33542,30845,58093,5335,-3075,-9560
+ Dec in LT Investment,124447,208111,121985,111794,126339,104072,98724,120483,106483,67363
+ Inc in LT Investment,-148489,-217128,-166402,-143816,-159881,-73227,-40631,-115148,-109558,-76923
+ Net Cash From Acq & Div,-496,-3765,-343,-297,-329,-721,-624,-1524,-33,-306
+ Cash from Divestitures,0,0,0,0,0,0,0,0,0,0
+ Cash for Acq of Subs,-496,-3765,-343,-297,-329,-721,-624,-1524,-33,-306
+ Cash for JVs,0,0,0,0,0,0,0,0,0,0
+ Other Investing Activities,-160,16,-26,-110,220,-745,-1078,-791,-352,-1780
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Investing Activities,-33774,-22579,-56274,-45977,-46446,16066,45896,-4289,-14545,-22354
+ Dividends Paid,-10564,-11126,-11561,-12150,-12769,-13712,-14119,-14081,-14467,-14841
+ Net Cash From Debt,16896,11960,27114,22454,25162,469,-1842,2499,11643,-123
+ Cash From Debt,16896,11960,27114,24954,28662,6969,6963,16091,20393,9420
+ Repayments of Debt,0,0,0,-2500,-3500,-6500,-8805,-13592,-8750,-9543
+ Cash (Repurchase) of Equity,-22330,-44270,-34710,-29227,-32345,-72069,-66116,-71478,-84866,-89402
+ Increase in Capital Stock,530,730,543,495,555,669,781,880,1105,0
+ Decrease in Capital Stock,-22860,-45000,-35253,-29722,-32900,-72738,-66897,-72358,-85971,-89402
+ Other Financing Activities,-381,5887,1441,-1560,2605,-2564,-8899,-3760,-5663,-6383
+ Net Cash From Disc Ops,0,0,0,0,0,0,0,0,0,0
Cash from Financing Activities,-16379,-37549,-17716,-20483,-17347,-87876,-90976,-86820,-93353,-110749
Effect of Foreign Exchange Rates,0,0,0,0,0,0,0,0,0,0
Net Changes in Cash,3513,-415,7276,-636,-195,5624,24311,-10435,-3860,-10952
EBITDA,55756,60449,82487,70529,71501,81801,76477,77344,120233,130541
EBITDA Margin (%),32.62,33.07,35.29,32.71,31.19,30.80,29.39,28.17,32.87,33.10
Net Cash Paid for Acquisitions,496,3765,343,297,329,721,624,1524,33,306
Free Cash Flow,44590,49900,69778,52276,50803,64121,58896,73365,92953,111443
Free Cash Flow to Firm,44690,50184,70318,53360,52556,66767,61902,75823,95246,113899
Free Cash Flow to Equity,62397,62102,97133,75544,76309,64590,57054,75864,104596,111320
Free Cash Flow per Basic Share,1.72,2.05,3.03,2.39,2.43,3.23,3.19,4.23,5.57,6.87
Price/Free Cash Flow,7.17,8.82,6.81,7.77,10.60,12.44,12.73,22.73,20.92,17.51
Cash Flow to Net Income,1.45,1.51,1.52,1.44,1.32,1.30,1.26,1.41,1.10,1.22
