,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,62,252,109,1792,359,925,869,602,1446,1392
"+ Cash, Cash Equivalents & STI",16,30,20,1667,112,215,123,104,654,157
+ Cash & Cash Equivalents,16,30,20,1667,112,215,123,104,654,157
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,39,98,79,120,232,392,615,437,671,1006
"+ Accounts Receivable, Net",39,98,79,120,232,392,615,337,670,722
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,100,1,284
+ Inventories,6,3,2,2,9,38,37,33,62,67
+ Raw Materials,6,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,0,3,2,2,9,38,37,33,62,67
+ Other ST Assets,2,121,8,3,5,281,94,28,59,162
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,1460,2844,2650,3558,7412,20671,22662,17017,21452,24817
"+ Property, Plant & Equip, Net",1446,2792,2598,3391,7344,20372,21835,16214,20619,23759
"+ Property, Plant & Equip",1659,3174,4011,5227,9505,23146,26838,28528,34164,38603
- Accumulated Depreciation,212,382,1414,1836,2161,2774,5003,12314,13545,14844
+ LT Investments & Receivables,0,0,0,0,0,1,479,533,613,566
+ LT Investments,0,0,0,0,0,1,479,533,613,566
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,13,52,52,167,69,298,348,270,220,492
+ Total Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Goodwill,0,0,0,0,0,0,0,0,0,0
+ Other Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,13,52,52,167,69,298,348,270,220,492
Total Assets,1522,3095,2758,5350,7771,21596,23531,17619,22898,26209
+ Payables & Accruals,117,215,127,172,448,960,1236,796,1219,1659
+ Accounts Payable,3,26,20,48,95,128,179,71,36,127
+ Accrued Taxes,0,10,1,1,3,49,68,57,70,34
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,114,179,107,123,350,783,989,668,1113,1498
+ ST Debt,5,12,14,14,28,59,119,191,45,10
+ ST Borrowings,0,0,0,0,0,0,0,191,45,10
+ ST Finance Leases,5,12,14,14,28,59,119,115,86,131
+ Other ST Liabilities,0,40,0,24,102,0,-92,249,174,47
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,40,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,0,0,0,24,102,0,-92,249,174,47
