,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,21843,23353,19640,21954,23935,22294,30660,31344,39422,47464
- Cash & Cash Equivalents,1119,375,347,297,380,588,493,1144,329,464
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,11,64,49,42,16,9,6,4,0,0
+ Total Debt,1962,2184,2421,2980,2920,4458,4266,4603,5029,4791
Enterprise Value,22698,25130,21763,24679,26491,26172,34439,34807,44122,51791
Total Capital,7787,8470,8727,9498,9668,11858,5784,6756,7970,8603
Total Debt/Capital (%),25.19,25.79,27.73,31.38,30.21,37.59,73.76,68.12,63.09,55.70
Total Debt / EV,0.09,0.09,0.11,0.12,0.11,0.17,0.12,0.13,0.11,0.09
EV/Sales,3.18,3.39,2.95,3.32,3.52,3.36,4.31,4.27,4.92,4.97
EV/EBITDA,14.56,15.26,13.12,15.98,14.46,13.11,17.15,16.53,18.68,19.60
EV/EBIT,16.71,17.51,15.40,19.86,16.87,15.39,20.06,19.23,21.55,22.89
EV/Cash Flow to Firm,18.21,28.16,17.07,23.67,20.10,15.26,18.28,19.05,20.17,21.18
EV/Free Cash Flow to Firm,14.21,19.89,13.34,18.81,16.82,12.81,15.64,15.34,16.44,17.47
Diluted Market Cap,22166,23754,19991,22269,24262,22428,30935,31523,39738,47837
Diluted Enterprise Value,23021,25628,22114,24994,26818,26306,34714,34985,44438,52164
EV per Share,101.38,113.69,100.40,116.27,125.63,124.79,164.92,167.16,214.07,252.68
TTM Sales,7146,7422,7387,7440,7515,7791,7986,8150,8971,10419
TTM EBITDA,1559,1647,1658,1544,1832,1996,2008,2105,2362,2642
TTM Operating Income,1358,1435,1413,1243,1570,1700,1717,1810,2047,2263
TTM Cash Flow to Firm,1246,892,1275,1043,1318,1715,1884,1827,2188,2446
TTM Free Cash Flow to Firm,1597,1263,1631,1312,1575,2044,2202,2269,2684,2965
