,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.05,0.04,0.07,0.03,0.01,0.04,0.02,0.02,0.03,0.01
Current Ratio,0.85,0.78,0.52,0.52,0.45,0.67,0.61,0.64,0.84,0.73
Quick Ratio,0.31,0.27,0.24,0.24,0.20,0.31,0.28,0.25,0.33,0.26
CFO/Avg Current Liab,0.47,0.48,0.58,0.51,0.51,0.55,0.59,0.50,0.41,0.33
Common Equity/Total Assets,23.89,22.04,22.34,21.51,23.24,27.99,30.24,26.53,27.09,26.54
Long-Term Debt/Equity (%),166.04,182.36,173.62,179.52,159.77,141.26,99.39,128.33,137.05,139.57
Long-Term Debt/Capital (%),55.64,56.89,54.89,57.33,53.96,52.86,45.88,52.09,53.97,51.79
Long-Term Debt/Total Assets (%),38.59,40.14,40.17,42.22,40.41,39.97,32.58,35.41,37.58,37.33
Total Debt/Equity (%),195.64,217.07,212.84,208.40,192.69,159.54,111.35,139.88,148.60,163.83
Total Debt/Capital (%),65.56,67.72,67.29,66.55,65.08,59.70,51.40,56.78,58.52,60.80
Total Debt/Total Assets (%),45.46,47.78,49.24,49.01,48.74,45.15,36.50,38.59,40.75,43.82
CFO/Total Liabilities,8.93,8.12,9.90,7.54,7.87,8.54,7.46,7.53,5.59,4.85
CFO/CapEx,0.84,0.64,0.80,0.68,0.82,1.12,1.04,0.87,0.68,0.49
Altman's Z-Score,1.26,1.20,1.05,0.97,0.98,1.03,0.92,0.77,0.85,0.65
