,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,500,900,2371,3364,6499,10360,14759,16309,15393,14353
ST Debt,0,0,0,0,0,0,0,500,700,0
LT Debt,500,900,2371,3364,6499,10360,14759,15809,14693,14353
Total Debt/EBITDA,0.20,0.28,0.62,0.63,0.91,1.12,1.24,1.05,0.83,0.72
Net Debt/EBITDA,-0.04,-0.07,0.15,0.36,0.51,0.71,0.82,0.52,0.50,0.46
Total Debt/EBIT,2.19,2.24,7.75,8.86,7.75,6.45,5.67,3.56,2.48,2.55
Net Debt/EBIT,-0.46,-0.53,1.84,4.99,4.38,4.09,3.74,1.77,1.51,1.63
EBITDA to Interest Expense,76.84,59.77,23.50,35.34,20.29,22.03,19.05,11.19,24.34,28.31
EBITDA-CapEx/Interest Expense,73.11,57.06,22.47,34.11,19.65,21.52,18.64,10.83,23.65,27.74
EBIT to Interest Expense,7.10,7.56,1.87,2.53,2.37,3.82,4.16,3.31,8.09,7.98
Interest Expense,32,53,164,150,353,420,626,1386,766,706
Common Equity/Total Assets,10.21,11.61,22.22,20.08,18.95,20.24,22.39,28.06,37.49,44.90
Long-Term Debt/Equity (%),37.49,48.45,106.65,125.54,181.45,197.76,194.66,142.87,92.71,69.08
Long-Term Debt/Capital (%),47.50,52.35,51.13,55.22,64.34,66.33,65.99,57.85,45.76,39.68
Long-Term Debt/Total Assets (%),9.24,12.75,23.24,24.76,34.18,39.89,43.44,40.25,32.96,29.54
Total Debt/Equity (%),37.49,48.45,106.65,125.54,181.45,197.76,194.66,147.39,97.12,69.08
Total Debt/Capital (%),47.50,52.35,51.13,55.22,64.34,66.33,65.99,59.67,47.94,39.68
Total Debt/Total Assets (%),9.24,12.75,23.24,24.76,34.18,39.89,43.44,41.52,34.53,29.54
Net Debt to Equity,-7.87,-11.50,25.28,70.78,102.64,125.33,128.47,73.23,59.09,44.31
Net Debt/Capital (%),-23.45,-35.26,19.87,41.01,50.51,55.53,56.15,42.37,35.91,29.67
EBITDA,2470,3184,3853,5305,7169,9262,11924,15508,18633,19996
EBITDA-CapEx,2350,3040,3684,5120,6942,9049,11671,15010,18109,19588
Operating Income (Loss),228,403,306,380,839,1605,2604,4585,6195,5633
