,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,1.22,1.23,0.35,0.43,4.25,0.16,0.10,0.49,0.35,0.13
Current Ratio,2.76,2.74,1.38,1.45,5.58,1.03,1.19,1.54,1.33,1.04
Quick Ratio,1.81,1.76,0.72,0.80,4.78,0.48,0.52,0.90,0.72,0.41
CFO/Avg Current Liab,0.73,0.80,0.52,0.58,0.66,0.54,0.52,0.62,0.75,0.36
Common Equity/Total Assets,96.10,99.93,47.16,51.04,35.67,24.01,25.58,24.36,26.35,29.32
Long-Term Debt/Equity (%),74.63,74.57,158.69,138.20,144.17,90.00,85.38,72.45,72.26,54.88
Long-Term Debt/Capital (%),24.05,22.96,44.64,42.87,57.74,54.86,55.37,55.40,53.80,43.96
Long-Term Debt/Total Assets (%),30.97,30.27,42.39,41.23,49.47,35.05,34.88,31.89,31.76,26.23
Total Debt/Equity (%),78.74,78.59,178.95,151.31,145.74,102.39,91.56,75.42,74.38,63.50
Total Debt/Capital (%),25.38,24.20,50.34,46.93,58.37,62.41,59.38,57.68,55.37,50.86
Total Debt/Total Assets (%),32.68,31.90,47.81,45.15,50.01,39.88,37.40,33.20,32.69,30.35
CFO/Total Liabilities,21.20,23.59,8.80,14.25,10.29,8.71,10.86,11.70,15.39,9.53
CFO/CapEx,2.56,2.67,2.90,3.69,3.51,3.20,3.48,4.60,3.89,2.71
Altman's Z-Score,4.91,5.19,3.72,4.59,3.31,4.22,4.57,3.96,4.42,4.43
