,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash Ratio,0.60,0.61,0.44,0.50,0.64,1.57,0.45,0.63,0.81,0.35
Current Ratio,1.02,1.37,1.19,1.05,1.25,2.20,0.92,1.06,1.20,0.77
Quick Ratio,0.71,0.81,0.64,0.67,0.84,1.69,0.59,0.75,0.93,0.48
CFO/Avg Current Liab,0.77,0.14,1.12,1.12,0.95,2.41,0.85,0.24,0.77,0.51
Common Equity/Total Assets,35.87,48.43,48.02,41.53,38.74,6.04,-30.02,-26.60,-20.11,-30.20
Long-Term Debt/Equity (%),28.99,38.84,40.34,54.36,72.07,773.11,0,0,0,0
Long-Term Debt/Capital (%),23.92,28.22,28.20,33.50,41.38,83.36,206.87,127.92,123.46,134.31
Long-Term Debt/Total Assets (%),11.28,19.05,18.86,22.35,27.38,37.63,58.10,75.99,68.03,73.75
Total Debt/Equity (%),28.99,38.84,40.34,61.15,72.07,802.87,-179.22,-323.86,-444.16,-273.66
Total Debt/Capital (%),23.92,28.22,28.20,37.68,41.38,86.57,206.87,144.75,136.47,154.94
Total Debt/Total Assets (%),11.28,19.05,18.86,25.14,27.38,39.08,58.10,85.99,75.19,85.08
CFO/Total Liabilities,41.34,11.09,56.58,54.22,46.86,51.95,19.83,4.30,16.32,11.99
CFO/CapEx,2.53,0.52,2.88,3.18,2.75,6.04,2.79,1.08,4.07,2.39
Altman's Z-Score,7.67,9.74,11.30,9.07,8.76,4.37,4.52,2.32,3.53,2.95
