,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,0,1099,1099,1100,2048,1790,1788,1981,2023,2018
ST Debt,0,0,0,0,10,499,0,43,41,39
LT Debt,0,1099,1099,1100,2038,1291,1788,1938,1982,1979
Total Debt/EBITDA,0,1.99,2.07,2.04,4.41,2.86,1.75,1.82,1.47,1.30
Net Debt/EBITDA,0,0.52,1.16,0.59,2.65,1.40,0.19,0.03,-0.19,-0.16
Total Debt/EBIT,0,2.34,2.55,2.71,8.57,5.68,2.51,2.59,1.87,1.51
Net Debt/EBIT,0,0.62,1.43,0.78,5.15,2.78,0.27,0.04,-0.24,-0.19
EBITDA to Interest Expense,0,184.33,11.52,11.49,5.80,7.53,12.74,13.99,17.38,19.71
EBITDA-CapEx/Interest Expense,0,161.00,9.52,9.55,4.90,5.94,11.24,12.49,15.18,17.37
EBIT to Interest Expense,0,156.33,9.37,8.64,2.99,3.80,8.89,9.81,13.67,16.89
Interest Expense,0,3,46,47,80,83,80,78,79,79
Common Equity/Total Assets,0,3.38,17.56,25.03,17.58,20.84,28.85,35.16,44.11,56.26
Long-Term Debt/Equity (%),0,142.91,84.41,72.90,88.23,53.06,59.52,58.78,52.38,47.56
Long-Term Debt/Capital (%),0,91.43,64.08,53.63,65.93,42.98,48.34,42.89,36.33,30.10
Long-Term Debt/Total Assets (%),0,36.03,31.33,28.95,34.35,22.17,27.00,26.85,25.47,24.44
Total Debt/Equity (%),0,142.91,84.41,72.90,88.66,73.57,59.52,60.08,53.46,48.50
Total Debt/Capital (%),0,91.43,64.08,53.63,66.26,59.59,48.34,43.84,37.09,30.70
Total Debt/Total Assets (%),0,36.03,31.33,28.95,34.52,30.73,27.00,27.45,26.00,24.92
Net Debt to Equity,0,37.58,47.31,21.01,53.25,36.05,6.32,1.00,-6.90,-5.98
Net Debt/Capital (%),0,73.72,50.00,25.00,54.11,41.94,9.04,1.19,-7.67,-5.49
EBITDA,573,553,530,540,464,625,1019,1091,1373,1557
EBITDA-CapEx,504,483,438,449,392,493,899,974,1199,1372
Operating Income (Loss),496,469,431,406,239,315,711,765,1080,1334
