,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,1408,1583,1665,1721,1936,2316,2457,2500,2857,3125
"+ Cash, Cash Equivalents & STI",59,114,129,113,117,167,175,246,236,230
+ Cash & Cash Equivalents,59,114,129,113,117,167,175,246,236,230
+ ST Investments,0,0,0,0,0,0,0,0,0,0
+ Accounts & Notes Receiv,414,462,468,500,608,714,742,769,900,1013
"+ Accounts Receivable, Net",414,462,468,500,608,714,742,769,900,1013
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,784,869,913,993,1093,1279,1366,1338,1524,1708
+ Raw Materials,0,0,0,0,0,0,0,0,0,0
+ Work In Process,0,0,0,0,0,0,0,0,0,0
+ Finished Goods,0,0,0,0,0,0,0,0,0,0
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,784,869,913,993,1093,1279,1366,1338,1524,1708
+ Other ST Assets,151,137,154,115,118,156,174,147,197,174
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,667,776,868,948,975,1005,1343,1465,1442,1424
"+ Property, Plant & Equip, Net",655,764,819,900,894,925,323,220,84,-48
"+ Property, Plant & Equip",1020,1194,1325,1499,1605,1746,1266,1274,1262,1253
- Accumulated Depreciation,365,430,506,599,711,821,944,1054,1178,1301
+ LT Investments & Receivables,0,0,0,0,0,0,0,0,0,0
+ LT Investments,0,0,0,0,0,0,0,0,0,0
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,12,12,49,48,81,81,1020,1245,1359,1472
+ Total Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ Goodwill,0,0,0,0,0,0,0,0,0,0
+ Other Intangible Assets,0,0,0,0,0,0,0,0,0,0
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,12,12,49,48,81,81,1020,1245,1359,1472
Total Assets,2076,2359,2532,2669,2911,3322,3800,3965,4299,4549
+ Payables & Accruals,240,285,311,265,348,434,444,479,531,496
+ Accounts Payable,91,104,126,109,148,194,193,207,233,255
+ Accrued Taxes,48,7,67,43,7,64,67,54,91,40
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,101,174,119,113,194,177,184,218,207,201
+ ST Debt,0,90,62,10,3,3,100,134,151,294
+ ST Borrowings,0,90,62,10,3,3,3,40,60,202
+ ST Finance Leases,0,0,0,0,0,0,97,94,91,92
+ Other ST Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,2,3,3,3,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,-2,-3,-3,-3,0,0,0,0,0,0
Total Current Liabilities,240,375,373,276,351,437,545,613,682,790
+ LT Debt,0,0,303,380,412,497,490,517,486,508
+ LT Borrowings,0,0,303,380,412,497,342,365,330,353
+ LT Finance Leases,0,0,0,0,0,0,148,152,156,155
+ Other LT Liabilities,63,69,55,81,51,84,99,102,89,87
+ Accrued Liabilities,63,69,55,81,51,84,99,102,89,84
+ Pension Liabilities,0,0,0,0,0,0,0,0,0,0
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,0,0,0,0,0,0,0,0,0,4
Total Noncurrent Liabilities,63,69,358,460,463,581,590,619,575,596
Total Liabilities,303,444,731,736,814,1019,1134,1232,1257,1385
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,73,37,5,40,11,6,70,65,102,9
+ Common Stock,3,3,3,3,3,3,3,3,6,6
+ Additional Paid in Capital,70,34,2,37,9,3,67,62,96,4
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,1689,1886,1843,1940,2111,2342,2634,2690,2971,3219
+ Other Equity,11,-8,-46,-47,-25,-45,-38,-21,-31,-65
Equity Before Minority Interest,1773,1915,1801,1933,2097,2303,2666,2733,3042,3163
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,1773,1915,1801,1933,2097,2303,2666,2733,3042,3163
Total Liabilities & Equity,2076,2359,2532,2669,2911,3322,3800,3965,4299,4549
Shares Outstanding,594,592,579,578,575,572,574,574,575,571
Capital Leases - Total,0,0,0,0,0,0,246,245,247,247
Net Debt,-59,-24,236,277,298,333,170,159,154,325
Net Debt to Equity,-3.30,-1.28,13.10,14.34,14.22,14.45,6.38,5.83,5.06,10.27
Tangible Common Equity Ratio,85,81,71,72,72,69,70,69,71,70
Current Ratio,5.87,4.22,4.46,6.24,5.51,5.30,4.51,4.08,4.19,3.96
Cash Conversion Cycle,195.04,188.63,191.94,198.15,196.88,194.64,196.84,185.16,188.68,184.12
Number of Employees,17277,18417,20746,19624,20565,21644,21948,20365,20507,22386
