,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Debt,4219,4380,4665,4969,5129,5058,5263,2769,2959,3174
ST Debt,206,217,41,45,48,52,56,291,327,336
LT Debt,4013,4163,4625,4924,5081,5006,5206,2478,2633,2838
Total Debt/EBITDA,2.11,2.10,2.10,2.11,2.13,2.35,2.03,0.98,0.88,0.85
Net Debt/EBITDA,2.02,2.03,2.00,2.01,1.99,2.22,1.95,1.34,1.22,1.58
Total Debt/EBIT,2.38,2.39,2.39,2.41,2.47,2.79,2.37,1.15,1.01,0.97
Net Debt/EBIT,2.28,2.31,2.28,2.30,2.30,2.64,2.27,1.56,1.39,1.79
EBITDA to Interest Expense,10.79,12.43,14.78,15.97,15.55,12.35,13.99,13.99,17.16,19.37
EBITDA-CapEx/Interest Expense,8.55,9.68,11.45,12.52,11.96,9.36,11.31,11.72,13.98,15.87
EBIT to Interest Expense,9.56,10.93,12.98,13.95,13.46,10.38,11.99,12.02,15.07,17.07
Interest Expense,185,168,150,148,155,175,185,201,195,192
Common Equity/Total Assets,-20.00,-20.34,-17.50,-18.63,-17.73,-12.93,-13.19,-10.06,-2.89,-8.71
Long-Term Debt/Equity (%),0,0,0,0,0,0,0,0,0,0
Long-Term Debt/Capital (%),141.28,145.99,142.44,146.24,145.71,130.04,131.56,187.95,103.67,153.87
Long-Term Debt/Total Assets (%),58.23,55.37,57.05,57.26,54.87,53.56,52.61,17.18,18.14,18.58
Total Debt/Equity (%),-250.06,-270.08,-274.21,-277.98,-359.10,-332.70,-307.06,-315.37,-164.63,-89.70
Total Debt/Capital (%),148.53,153.61,143.68,147.57,147.09,131.39,132.98,210.06,116.52,172.10
Total Debt/Total Assets (%),61.22,58.27,57.55,57.78,55.39,54.12,53.18,19.20,20.39,20.78
Net Debt to Equity,-239.72,-260.15,-261.53,-264.86,-335.20,-314.93,-293.49,-428.55,-228.01,-165.52
Net Debt/Capital (%),149.89,154.72,144.86,149.00,149.90,131.84,133.03,-869.67,299.51,370.74
EBITDA,2000,2081,2223,2358,2403,2156,2586,2815,3352,3713
EBITDA-CapEx,1586,1621,1722,1849,1849,1634,2090,2357,2730,3041
Operating Income (Loss),1773,1830,1953,2060,2080,1811,2216,2418,2945,3271
