,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,14401,17407,22270,21601,14738,19587,26482,27797,32885,40873
- Cash & Cash Equivalents,142,124,175,190,293,218,176,1751,1171,264
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
+ Total Debt,4219,4380,4665,4969,5129,5058,5263,2769,2959,3174
Enterprise Value,18478,21663,26760,26381,19575,24427,31569,28815,34673,43783
Total Capital,2841,2852,3247,3367,3487,3850,3957,1318,2540,1844
Total Debt/Capital (%),148.53,153.61,143.68,147.57,147.09,131.39,132.98,210.06,116.52,172.10
Total Debt / EV,0.23,0.20,0.17,0.19,0.26,0.21,0.17,0.10,0.09,0.07
EV/Sales,2.02,2.29,2.63,2.48,1.80,2.18,2.66,2.28,2.37,2.69
EV/EBITDA,9.24,10.41,12.04,11.19,8.15,11.33,12.21,10.24,10.34,11.79
EV/EBIT,10.42,11.84,13.70,12.80,9.41,13.49,14.24,11.92,11.78,13.39
EV/Cash Flow to Firm,12.05,14.95,16.50,15.77,11.70,10.99,13.87,10.01,9.44,13.02
EV/Free Cash Flow to Firm,9.48,11.35,12.61,12.09,8.79,8.90,11.39,8.64,8.07,10.85
Diluted Market Cap,15362,18257,23394,22618,15391,20867,28091,28649,35469,44307
Diluted Enterprise Value,19439,22513,27884,27397,20227,25707,33177,29668,37257,47217
EV per Share,538.83,670.58,872.84,905.99,703.28,948.92,1313.28,1232.67,1640.30,2289.16
TTM Sales,9148,9475,10187,10636,10889,11221,11864,12632,14630,16252
TTM EBITDA,2000,2081,2223,2358,2403,2156,2586,2815,3352,3713
TTM Operating Income,1773,1830,1953,2060,2080,1811,2216,2418,2945,3271
TTM Cash Flow to Firm,1534,1449,1622,1673,1673,2223,2276,2877,3673,3362
TTM Free Cash Flow to Firm,1948,1909,2123,2182,2227,2745,2772,3335,4295,4035
