,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,14.85,16.76,19.76,17.87,11.75,15.34,17.01,16.15,15.94,17.69
Price/Earnings Average,13.84,15.46,17.10,18.45,15.29,13.46,14.53,14.97,13.61,16.29
Price/Earnings High,15.99,17.47,20.53,19.74,18.06,16.09,18.32,17.31,17.08,19.55
Price/Earnings Low,12.09,12.72,13.38,16.40,10.90,10.71,10.88,9.30,11.13,12.44
Price/Book Value,-10.45,-11.39,-15.70,-13.49,-8.98,-16.21,-20.29,-19.16,-78.37,-30.73
Price/Book Value Average,-9.74,-10.50,-13.59,-13.92,-11.68,-14.21,-17.33,-17.75,-66.92,-28.30
Price/Book Value High,-11.25,-11.87,-16.32,-14.90,-13.79,-16.99,-21.86,-20.53,-83.96,-33.97
Price/Book Value Low,-8.51,-8.64,-10.63,-12.38,-8.32,-11.31,-12.99,-11.04,-54.70,-21.62
Price/Tangible Book Value,-7.01,-8.75,-10.64,-9.91,-7.87,-10.69,-13.10,-23.52,-15.66,-10.64
Price/Tangible Book Value Average,-6.53,-8.07,-9.21,-10.23,-10.24,-9.37,-11.19,-21.79,-13.37,-9.80
Price/Tangible Book Value High,-7.55,-9.12,-11.06,-10.95,-12.09,-11.21,-14.11,-25.20,-16.77,-11.76
Price/Tangible Book Value Low,-5.71,-6.64,-7.21,-9.10,-7.30,-7.46,-8.38,-13.54,-10.93,-7.48
Price/Sales,1.65,1.89,2.25,2.08,1.38,1.83,2.32,2.22,2.36,2.64
Price/Sales Average,1.54,1.75,1.95,2.15,1.80,1.60,1.98,2.05,2.02,2.43
Price/Sales High,1.78,1.97,2.34,2.30,2.12,1.92,2.50,2.37,2.53,2.92
Price/Sales Low,1.34,1.44,1.52,1.91,1.28,1.28,1.48,1.28,1.65,1.86
Price/Cash Flow,10.67,13.36,15.03,14.06,9.59,9.86,12.92,10.29,9.83,13.38
Price/Cash Flow Average,9.94,12.33,13.01,14.51,12.47,8.65,11.04,9.53,8.40,12.32
Price/Cash Flow High,11.49,13.93,15.62,15.53,14.73,10.34,13.92,11.03,10.53,14.79
Price/Cash Flow Low,8.69,10.14,10.18,12.90,8.89,6.89,8.27,5.93,6.86,9.41
Price/Free Cash Flow,8.40,10.13,11.55,10.84,7.24,8.02,10.70,9.02,8.57,11.41
Price/Free Cash Flow Average,7.83,9.35,10.00,11.19,9.42,7.03,9.14,8.35,7.32,10.51
Price/Free Cash Flow High,9.04,10.56,12.00,11.98,11.13,8.41,11.53,9.66,9.18,12.61
Price/Free Cash Flow Low,6.84,7.69,7.82,9.95,6.72,5.60,6.85,5.19,5.98,8.03
EV/Sales,2.02,2.29,2.63,2.48,1.80,2.18,2.66,2.28,2.37,2.69
EV/Sales Average,1.91,2.14,2.33,2.55,2.21,1.96,2.34,2.12,2.04,2.50
EV/Sales High,2.14,2.36,2.71,2.69,2.52,2.26,2.83,2.44,2.53,2.96
EV/Sales Low,1.73,1.84,1.92,2.31,1.70,1.65,1.86,1.35,1.69,1.95
EV/EBITDA,9.24,10.41,12.04,11.19,8.15,11.33,12.21,10.24,10.34,11.79
EV/EBITDA Average,8.75,9.76,10.69,11.49,9.99,10.21,10.71,9.51,8.91,10.92
EV/EBITDA High,9.79,10.76,12.43,12.15,11.44,11.77,13.00,10.94,11.04,12.95
EV/EBITDA Low,7.90,8.39,8.80,10.44,7.70,8.59,8.52,6.05,7.38,8.53
EV/EBIT,10.42,11.84,13.70,12.80,9.41,13.49,14.24,11.92,11.78,13.39
EV/EBIT Average,9.87,11.10,12.17,13.14,11.54,12.16,12.50,11.07,10.14,12.40
EV/EBIT High,11.05,12.24,14.15,13.90,13.21,14.02,15.17,12.74,12.57,14.70
EV/EBIT Low,8.91,9.54,10.02,11.94,8.90,10.22,9.94,7.04,8.40,9.68
Last Price,419.94,538.84,726.39,741.86,529.53,760.89,1101.69,1189.12,1555.71,2137.02
High Price,452.19,561.62,754.90,819.54,813.70,797.89,1186.60,1274.41,1666.63,2362.24
Low Price,341.98,408.90,491.93,681.01,491.13,531.20,705.01,684.91,1085.85,1503.30
Enterprise Value,18478,21663,26760,26381,19575,24427,31569,28815,34673,43783
Enterprise Value Average,17500,20313,23769,27080,24010,22019,27706,26773,29868,40551
Enterprise Value High,19584,22398,27635,28643,27484,25380,33610,30809,37017,48090
Enterprise Value Low,15805,17465,19572,24609,18506,18515,22033,17029,24741,31662
