,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Total Current Assets,1422,1244,1260,1624,2270,1732,1659,2415,2576,2258
"+ Cash, Cash Equivalents & STI",929,828,742,1179,1778,1117,911,1436,1366,894
+ Cash & Cash Equivalents,342,294,265,308,430,927,774,914,1122,855
+ ST Investments,587,534,478,871,1348,190,137,522,244,40
+ Accounts & Notes Receiv,158,151,211,192,273,291,362,498,551,491
"+ Accounts Receivable, Net",158,151,211,192,273,291,362,498,551,491
"+ Notes Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Loans Receivable, Net",0,0,0,0,0,0,0,0,0,0
"+ Other Receivable, Net",0,0,0,0,0,0,0,0,0,0
+ Inventories,138,105,154,136,108,154,197,222,243,325
+ Raw Materials,0,0,73,59,63,89,119,114,156,256
+ Work In Process,16,10,33,23,19,31,33,25,38,38
+ Finished Goods,38,24,48,54,25,33,45,83,50,31
+ Inventory Adjustments,0,0,0,0,0,0,0,0,0,0
+ Other Inventory,84,71,0,0,0,0,0,0,0,0
+ Other ST Assets,198,160,153,116,112,171,189,259,416,547
+ Prepaid Expenses,0,0,0,0,0,0,0,0,0,0
+ ST Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ ST Assets Held-for-Sale,0,0,0,0,0,0,0,0,0,0
+ ST Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ Misc ST Assets,0,0,0,0,0,0,0,0,0,0
Total Noncurrent Assets,1281,1295,1289,1139,839,974,1137,1237,1231,1243
"+ Property, Plant & Equip, Net",-288,-239,-303,-341,-378,-402,-352,-340,-396,-413
"+ Property, Plant & Equip",275,329,273,254,268,280,378,449,456,492
- Accumulated Depreciation,563,568,576,595,646,682,730,790,852,906
+ LT Investments & Receivables,271,471,266,434,126,88,104,118,134,111
+ LT Investments,271,471,266,434,126,88,104,118,134,111
+ LT Receivables,0,0,0,0,0,0,0,0,0,0
+ Other LT Assets,1298,1063,1325,1046,1091,1288,1385,1459,1494,1546
+ Total Intangible Assets,614,464,728,324,331,507,542,555,502,457
+ Goodwill,362,273,488,223,252,382,416,454,426,403
+ Other Intangible Assets,252,191,240,100,79,125,125,101,76,53
+ LT Deferred Tax Assets,0,0,0,0,0,0,0,0,0,0
+ LT Derivative & Hedging Assets,0,0,0,0,0,0,0,0,0,0
+ Misc LT Assets,684,599,597,722,760,781,843,904,992,1089
Total Assets,2703,2539,2549,2762,3110,2707,2796,3652,3808,3501
+ Payables & Accruals,138,120,158,173,205,215,242,292,358,317
+ Accounts Payable,63,48,92,95,86,101,127,134,153,140
+ Accrued Taxes,11,20,22,30,59,36,44,81,89,65
+ Interest & Dividends Payable,0,0,0,0,0,0,0,0,0,0
+ Other Payables & Accruals,64,52,44,47,59,78,71,78,116,112
+ ST Debt,187,0,0,0,0,0,19,54,39,69
+ ST Borrowings,187,0,0,0,0,0,0,33,19,50
+ ST Finance Leases,0,0,0,0,0,0,19,21,20,19
+ Other ST Liabilities,151,173,215,200,250,262,278,355,400,361
+ Deferred Revenue,55,72,86,89,84,78,105,135,146,148
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Misc ST Liabilities,96,101,129,111,166,183,173,220,254,212
Total Current Liabilities,476,292,373,373,454,477,539,701,797,746
+ LT Debt,0,0,0,353,366,380,441,419,145,64
+ LT Borrowings,0,0,0,353,366,380,395,377,89,0
+ LT Finance Leases,0,0,0,0,0,0,46,42,56,64
+ Other LT Liabilities,243,167,210,208,336,327,325,326,296,240
+ Accrued Liabilities,128,43,52,36,37,53,60,69,61,48
+ Pension Liabilities,92,108,104,107,120,117,134,151,151,116
+ Deferred Revenue,0,0,0,0,0,0,0,0,0,0
+ Deferred Tax Liabilities,0,0,0,0,0,0,0,0,0,0
+ Derivatives & Hedging,0,0,0,0,0,0,0,0,0,0
+ Misc LT Liabilities,23,15,54,66,179,157,130,105,84,75
Total Noncurrent Liabilities,243,167,210,561,702,707,765,744,442,304
Total Liabilities,718,460,583,934,1156,1184,1305,1445,1239,1050
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Share Capital & APIC,1415,1464,1506,1619,1663,1694,1741,1786,1832,1775
+ Common Stock,24,27,25,25,24,22,21,21,20,19
+ Additional Paid in Capital,1391,1437,1481,1594,1638,1672,1720,1765,1812,1756
- Treasury Stock,0,0,0,0,0,0,0,0,0,0
+ Retained Earnings,566,610,468,230,272,-158,-242,387,737,726
+ Other Equity,4,5,-8,-20,19,-13,-19,34,-6,-50
Equity Before Minority Interest,1985,2079,1966,1829,1954,1522,1492,2207,2569,2451
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,0,0,0
Total Equity,1985,2079,1966,1829,1954,1522,1492,2207,2569,2451
Total Liabilities & Equity,2703,2539,2549,2762,3110,2707,2796,3652,3808,3501
Shares Outstanding,192,217,204,199,196,176,166,166,162,156
Capital Leases - Total,0,0,0,0,0,0,65,63,76,83
Net Debt,-155,-294,-265,45,-64,-547,-379,-504,-1014,-805
Net Debt to Equity,-7.81,-14.15,-13.47,2.45,-3.27,-35.92,-25.42,-22.84,-39.47,-32.83
Tangible Common Equity Ratio,66,78,68,62,58,46,42,53,63,66
Current Ratio,2.99,4.25,3.38,4.36,5.00,3.63,3.08,3.45,3.23,3.03
Cash Conversion Cycle,85.84,64.44,72.44,64.46,50.91,66.26,77.34,72.61,73.95,101.78
Number of Employees,3800,3900,4100,4300,4500,4900,5400,5500,5900,6500
