,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Sales/Revenue/Turnover,15891,17146,14963,13586,10530,10736,10189,9660,11141,12617
+ Sales & Services Revenue,15891,17146,14963,13586,10530,10736,10189,9660,11141,12617
- Cost of Revenue,12644,14058,12097,11153,8066,8163,7840,6967,8430,10069
+ Cost of Goods & Services,12644,14058,12097,11153,8066,8163,7840,6967,8430,10069
Gross Profit,3247,3088,2866,2433,2464,2573,2349,2693,2711,2548
+ Other Operating Income,0,0,0,0,0,0,0,0,0,0
- Operating Expenses,220,187,196,194,215,192,196,165,166,207
"+ Selling, General & Admin",220,187,196,194,215,192,196,165,166,207
+ Research & Development,0,0,0,0,0,0,0,0,0,0
+ Other Operating Expense,0,0,0,0,0,0,0,0,0,0
Operating Income (Loss),3027,2901,2670,2239,2249,2381,2153,2528,2545,2341
- Non-Operating (Income) Loss,1979,1325,1548,2102,1478,363,1152,2040,3609,2510
"+ Interest Expense, Net",1207,1106,912,967,926,746,732,770,613,728
+ Interest Expense,1482,1471,1436,1431,1170,1056,1050,1038,911,1117
- Interest Income,275,365,524,464,244,310,318,268,298,389
+ Other Non-Op (Income) Loss,772,219,636,1135,552,-383,420,1270,2996,1782
Pretax Income,1048,1576,1122,137,771,2018,1001,488,-1064,-169
- Income Tax Expense (Benefit),343,419,465,-188,990,708,352,216,-133,265
- (Income) Loss from Affiliates,0,0,0,0,0,0,0,0,0,0
Income (Loss) from Cont Ops,730,1176,762,361,-148,1349,477,149,-955,-505
- Net Extraordinary Losses (Gains),1053,785,912,1844,1397,508,349,209,-1088,82
+ Discontinued Operations,-179,-29,80,-1138,-629,216,1,3,4,0
+ Extraord. & Accounting Changes,1232,814,832,2982,2026,292,348,206,-1092,82
Income (Loss) Incl. MI,-323,391,-150,-1483,-1545,841,128,-60,133,-587
- Minority Interest,-437,-378,-456,-353,-384,-362,-175,-106,542,-41
"Net Income, GAAP",114,769,306,-1130,-1161,1203,303,46,-409,-546
- Preferred Dividends,0,0,0,0,0,0,0,0,0,0
- Other Adjustments,0,0,0,0,0,0,0,0,0,0
"Net Income Avail to Common, GAAP",114,769,306,-1130,-1161,1203,303,46,-409,-546
Basic Weighted Avg Shares,743,719,680,657,660,661,664,665,666,666
"Basic EPS, GAAP",0.15,1.07,0.45,-1.72,-1.76,1.82,0.46,0.07,-0.61,-0.82
Basic EPS from Cont Ops,0.98,1.64,1.12,0.55,-0.22,2.04,0.72,0.22,-1.43,-0.76
Diluted Weighted Avg Shares,748,725,695,657,660,665,667,668,666,666
"Diluted EPS, GAAP",0.15,1.06,0.44,-1.72,-1.76,1.81,0.45,0.07,-0.61,-0.82
Diluted EPS from Cont Ops,0.98,1.62,1.10,0.55,-0.22,2.03,0.72,0.22,-1.43,-0.76
EBITDA,4321,4146,3814,3415,3418,3384,3198,3596,3601,3394
EBITDA Margin (%),27.19,24.18,25.49,25.14,32.46,31.52,31.39,37.23,32.32,26.90
EBITA,3027,2901,2670,2239,2249,2381,2153,2528,2545,2341
EBIT,3027,2901,2670,2239,2249,2381,2153,2528,2545,2341
Gross Margin (%),20.43,18.01,19.15,17.91,23.40,23.97,23.05,27.88,24.33,20.19
Operating Margin (%),19.05,16.92,17.84,16.48,21.36,22.18,21.13,26.17,22.84,18.55
Profit Margin (%),0.72,4.49,2.05,-8.32,-11.03,11.21,2.97,0.48,-3.67,-4.33
Sales per Employee,722318,926811,712524,646952,501429,511238,485190,460000,1318462,1386484
Dividend per Share,0.16,0.20,0.41,0.44,0.48,0.52,0.55,0.57,0.60,0.63
Depreciation Expense,1294,1245,1144,1176,1169,1003,1045,1068,1056,1053
