,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,346,346,346,346,348,335,336,338,359,353
Diluted Weighted Avg Shares,345,345,345,347,353,351,340,359,352,361
Basic Weighted Avg Shares,345,345,345,346,348,346,336,337,349,356
Revenue per Share,17.27,18.36,17.90,18.00,19.15,18.68,21.80,13.74,15.06,16.35
EBITDA per Share,3.77,4.12,4.19,4.11,4.40,4.17,4.26,2.74,3.46,4.13
Operating Income per Share,3.31,3.61,3.68,3.60,3.90,3.41,2.99,1.60,2.33,2.82
"Basic EPS, GAAP",2.41,2.56,2.50,2.52,3.01,8.33,1.99,4.58,1.64,2.12
Basic EPS from Cont Ops,2.41,2.56,2.50,2.52,3.01,2.66,2.16,4.30,1.76,2.12
"Diluted EPS, GAAP",2.41,2.56,2.50,2.51,2.96,8.21,1.97,4.30,1.63,2.09
Diluted EPS from Cont Ops,2.41,2.56,2.50,2.51,2.96,2.62,2.13,4.05,1.74,2.09
Dividend per Share,0,0,0,8.82,0.28,0.38,0.48,0.48,0.38,0.28
Cash Flow per Share,2.98,2.74,2.92,3.29,3.39,3.89,3.79,4.26,2.75,3.66
Free Cash Flow per Basic Share,2.75,2.45,2.58,2.91,2.99,3.57,3.45,4.03,2.61,3.39
Cash & Equivalents per Share,0,0,0,2.32,2.77,3.52,3.59,8.71,2.28,2.01
Book Value per Share,0,0,0,1.18,3.89,10.63,12.30,16.43,16.78,19.12
Tangible Book Value per Share,0.82,1.10,1.37,-5.88,-7.38,-5.97,-14.42,-4.96,-9.82,-8.07
