,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,139,137,132,129,128,121,116,116,116,115
Diluted Weighted Avg Shares,141,140,136,131,130,127,119,117,117,117
Basic Weighted Avg Shares,139,138,135,130,128,125,118,116,116,116
Revenue per Share,45.73,48.00,46.90,45.16,49.15,53.16,56.59,54.66,60.32,66.96
EBITDA per Share,8.50,9.68,10.11,9.07,9.36,11.47,12.80,11.12,12.13,13.58
Operating Income per Share,7.46,8.58,8.90,7.74,8.04,10.15,11.51,9.63,10.50,11.52
"Basic EPS, GAAP",5.44,5.99,6.15,5.60,6.43,4.27,5.88,8.84,11.71,7.93
Basic EPS from Cont Ops,5.44,5.99,6.15,5.60,6.43,4.27,5.88,8.84,11.59,7.93
"Diluted EPS, GAAP",5.37,5.92,6.10,5.57,6.36,4.22,5.83,8.78,11.60,7.88
Diluted EPS from Cont Ops,5.37,5.92,6.10,5.57,6.36,4.22,5.83,8.78,11.48,7.88
Dividend per Share,1.99,2.32,2.60,2.90,3.04,3.52,3.89,4.08,4.29,4.48
Cash Flow per Share,7.31,7.49,8.83,7.28,8.05,10.37,9.99,9.68,10.87,7.10
Free Cash Flow per Basic Share,6.25,6.47,7.92,6.38,6.95,9.37,8.87,8.69,9.83,5.88
Cash & Equivalents per Share,11.33,13.31,16.23,18.90,19.75,7.51,9.14,6.06,5.71,4.26
Book Value per Share,32.50,36.73,41.53,45.52,48.95,52.68,57.23,63.01,70.53,74.59
Tangible Book Value per Share,9.72,9.96,7.54,5.14,10.50,2.70,-7.44,-9.48,-16.84,-12.23
