,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Market Capitalization,14887,15239,13288,15050,22882,22709,19235,25707,34552,24858
- Cash & Cash Equivalents,1201,1191,1427,1526,1411,619,1018,705,662,491
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,0,0,0,0,0,0,0,319,305,291
+ Total Debt,1084,1231,1501,1965,1844,1776,2257,2274,4288,4100
Enterprise Value,14398,14650,12639,14586,22190,23575,20434,27595,38482,28758
Total Capital,5599,6252,6999,7815,8129,8156,8879,9914,12774,12984
Total Debt/Capital (%),19.36,19.68,21.44,25.14,22.68,21.78,25.42,22.94,33.57,31.58
Total Debt / EV,0.08,0.08,0.12,0.13,0.08,0.08,0.11,0.08,0.11,0.14
EV/Sales,2.27,2.21,2.00,2.48,3.52,3.54,3.05,4.36,5.50,3.71
EV/EBITDA,12.19,10.96,9.30,12.36,18.47,16.40,13.50,21.42,27.34,18.27
EV/EBIT,13.90,12.38,10.56,14.47,21.49,18.52,15.01,24.74,31.60,21.54
EV/Cash Flow to Firm,13.56,13.61,10.24,14.55,20.27,17.73,16.25,22.74,28.63,30.97
EV/Free Cash Flow to Firm,11.92,12.03,9.31,13.03,17.95,16.20,14.69,20.79,26.27,26.88
Diluted Market Cap,15102,15574,13619,15354,23149,23796,19834,25795,34879,25182
Diluted Enterprise Value,14985,15613,13692,15793,23582,24954,21072,27684,38810,29082
EV per Share,103.66,107.17,95.46,113.51,172.82,194.68,176.61,237.48,331.74,249.64
TTM Sales,6352,6624,6308,5880,6311,6666,6695,6330,6997,7760
TTM EBITDA,1181,1336,1359,1180,1202,1438,1514,1288,1408,1574
TTM Operating Income,1036,1184,1197,1008,1033,1273,1362,1115,1218,1335
TTM Cash Flow to Firm,1062,1077,1234,1002,1095,1329,1258,1214,1344,929
TTM Free Cash Flow to Firm,1208,1218,1357,1119,1236,1455,1391,1328,1465,1070
