,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shares Outstanding,506,506,506,505,505,504,504,504,504,497
Diluted Weighted Avg Shares,508,508,508,508,507,507,507,507,504,501
Basic Weighted Avg Shares,506,506,505,505,505,504,504,504,504,498
Revenue per Share,19.70,21.51,20.62,17.94,17.99,19.24,19.99,19.05,19.29,19.68
EBITDA per Share,7.25,8.00,8.69,6.45,7.16,7.23,7.48,7.17,6.32,5.60
Operating Income per Share,4.54,5.18,5.87,3.12,2.83,4.56,4.65,4.26,3.53,3.02
"Basic EPS, GAAP",2.46,3.00,3.32,1.76,3.12,2.85,3.36,3.78,-1.29,2.07
Basic EPS from Cont Ops,2.46,3.00,3.32,1.76,3.12,2.85,3.36,3.78,-1.29,2.07
"Diluted EPS, GAAP",2.45,2.99,3.31,1.75,3.10,2.84,3.34,3.76,-1.29,2.06
Diluted EPS from Cont Ops,2.45,2.99,3.31,1.75,3.10,2.84,3.34,3.76,-1.29,2.06
Dividend per Share,1.44,1.48,1.56,1.64,1.72,1.81,1.88,1.97,2.05,2.17
Cash Flow per Share,6.24,6.25,7.76,6.56,6.46,5.78,6.70,6.15,3.44,3.02
Free Cash Flow per Basic Share,0.69,0.67,0.11,-1.95,-2.07,-2.27,0.23,0.13,-2.14,-2.78
Cash & Equivalents per Share,0.97,0.79,0.78,0.84,0.62,0.35,0.29,1.08,1.62,0.94
Book Value per Share,24.35,25.90,27.73,27.94,29.38,30.88,32.56,34.42,31.12,31.50
Tangible Book Value per Share,22.85,23.89,25.59,25.77,27.16,28.21,29.64,31.40,28.61,27.60
