,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Price/Earnings,13.03,14.18,11.73,24.98,16.52,17.99,17.47,15.18,0,29.60
Price/Earnings Average,13.45,12.55,12.34,24.72,14.76,18.10,17.56,14.22,-47.69,30.98
Price/Earnings High,15.06,14.59,13.37,26.99,17.09,19.87,19.02,16.44,-51.64,36.52
Price/Earnings Low,12.09,10.42,11.07,21.55,13.37,16.19,14.88,9.19,-41.82,25.36
Price/Book Value,1.31,1.64,1.41,1.57,1.75,1.66,1.80,1.67,2.13,1.95
Price/Book Value Average,1.36,1.45,1.48,1.55,1.57,1.67,1.81,1.56,1.97,2.04
Price/Book Value High,1.52,1.69,1.60,1.70,1.81,1.84,1.96,1.81,2.13,2.40
Price/Book Value Low,1.22,1.21,1.33,1.35,1.42,1.50,1.53,1.01,1.73,1.67
Price/Tangible Book Value,1.40,1.78,1.52,1.70,1.90,1.82,1.98,1.83,2.32,2.22
Price/Tangible Book Value Average,1.45,1.58,1.60,1.68,1.69,1.83,1.99,1.71,2.14,2.32
Price/Tangible Book Value High,1.62,1.83,1.74,1.84,1.96,2.01,2.15,1.98,2.32,2.74
Price/Tangible Book Value Low,1.30,1.31,1.44,1.47,1.53,1.64,1.69,1.11,1.88,1.90
Price/Sales,1.63,1.98,1.89,2.45,2.86,2.67,2.93,3.01,3.44,3.11
Price/Sales Average,1.68,1.75,1.99,2.42,2.56,2.68,2.95,2.82,3.18,3.26
Price/Sales High,1.88,2.03,2.16,2.64,2.96,2.95,3.20,3.26,3.44,3.84
Price/Sales Low,1.51,1.45,1.78,2.11,2.32,2.40,2.50,1.82,2.79,2.67
Price/Cash Flow,5.13,6.81,5.02,6.69,7.98,8.88,8.75,9.32,19.25,20.30
Price/Cash Flow Average,5.29,6.03,5.29,6.62,7.13,8.94,8.80,8.73,17.80,21.25
Price/Cash Flow High,5.93,7.01,5.73,7.23,8.25,9.81,9.53,10.10,19.27,25.05
Price/Cash Flow Low,4.76,5.00,4.74,5.77,6.45,7.99,7.45,5.65,15.61,17.40
Price/Free Cash Flow,2.72,3.61,2.55,2.93,3.45,3.73,4.48,4.74,7.34,6.99
Price/Free Cash Flow Average,2.81,3.20,2.68,2.90,3.08,3.76,4.50,4.44,6.79,7.32
Price/Free Cash Flow High,3.15,3.72,2.90,3.17,3.57,4.12,4.88,5.14,7.35,8.63
Price/Free Cash Flow Low,2.53,2.65,2.40,2.53,2.79,3.36,3.81,2.87,5.95,5.99
EV/Sales,2.53,2.78,2.81,3.70,4.33,4.25,4.56,4.78,5.37,5.15
EV/Sales Average,2.58,2.55,2.91,3.67,4.02,4.26,4.57,4.59,5.11,5.29
EV/Sales High,2.78,2.84,3.08,3.90,4.43,4.52,4.82,5.03,5.38,5.87
EV/Sales Low,2.41,2.26,2.70,3.36,3.78,3.98,4.12,3.59,4.72,4.70
EV/EBITDA,6.87,7.47,6.67,10.30,10.88,11.30,12.18,12.68,16.41,18.09
EV/EBITDA Average,7.01,6.86,6.90,10.23,10.11,11.35,12.22,12.18,15.61,18.60
EV/EBITDA High,7.55,7.63,7.30,10.85,11.12,12.04,12.87,13.35,16.42,20.65
EV/EBITDA Low,6.55,6.06,6.42,9.36,9.50,10.59,11.01,9.53,14.42,16.53
EV/EBIT,10.96,11.53,9.88,21.27,27.50,17.92,19.58,21.36,29.33,33.53
EV/EBIT Average,11.18,10.59,10.23,21.12,25.57,17.99,19.65,20.51,27.91,34.47
EV/EBIT High,12.05,11.77,10.81,22.40,28.13,19.09,20.70,22.49,29.35,38.27
EV/EBIT Low,10.45,9.36,9.51,19.34,24.03,16.79,17.71,16.05,25.78,30.63
Last Price,32.02,42.53,38.99,43.88,51.50,51.33,58.67,57.36,66.32,61.27
High Price,37.00,43.77,44.45,47.41,53.28,56.68,63.88,62.15,66.39,75.61
Low Price,29.70,31.25,36.80,37.85,41.67,46.19,49.97,34.75,53.77,52.51
Enterprise Value,25190,30256,29268,33519,39305,41171,45919,45861,52236,50425
Enterprise Value Average,25711,27790,30302,33288,36535,41333,46077,44043,49715,51849
Enterprise Value High,27709,30883,32031,35302,40203,43868,48545,48276,52272,57552
Enterprise Value Low,24016,24550,28160,30474,34340,38581,41534,34466,45911,46071
