,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),-111.63,0,0,0,140.71,20.07,61.77,-28.28,33.71,32.22
Return on Assets (%),-0.60,-0.57,-1.72,4.13,6.81,1.57,6.42,-2.95,3.24,3.40
Return on Capital (%),1.05,-1.00,0,10.26,0,5.18,11.02,0,6.26,7.86
Return on Invested Capital (%),3.58,1.86,0,5.78,0,4.85,11.79,0,1.37,-1.04
Gross Margin (%),36.20,36.83,38.79,41.88,42.64,41.18,41.06,33.11,48.03,49.32
EBITDA Margin (%),20.82,20.99,20.78,22.51,23.80,21.33,41.87,-16.92,17.71,13.47
Operating Margin (%),12.16,12.90,11.86,13.52,14.60,11.31,31.76,-40.37,5.82,-13.05
Incremental Operating Margin (%),55.22,39.47,23.64,71.17,22.16,-25.37,243.32,0,58.60,0
Pretax Margin (%),0.89,4.08,-11.38,13.32,8.90,5.39,22.07,-29.28,15.10,6.88
Profit Margin (%),-1.60,-1.49,-4.87,11.65,18.08,3.97,15.89,-20.01,12.96,11.22
Net Income to Common Margin (%),-1.60,-1.49,-4.87,11.65,18.08,3.97,15.89,-20.01,12.96,11.22
Effective Tax Rate (%),35.62,69.05,0,1.77,0,7.90,22.21,0,17.34,77.13
Dvd Payout Ratio (%),0,0,0,0,11.33,37.17,11.40,-4.83,0.41,-0.38
Sustainable Growth Rate (%),-111.63,0,0,0,124.77,12.61,54.72,-29.65,33.58,32.35
