,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Market Capitalization,18501,33627,37529,31046,26822,22551,21709,26151,31603,31654
- Cash & Cash Equivalents,401,268,277,322,347,429,399,1687,1821,828
+ Preferred Equity and Hybrid Capital,0,0,0,0,0,0,0,0,0,0
+ Minority/Non Controlling Interest,11,30,-22,12,-26,-51,-29,-26,-23,-28
+ Total Debt,11309,11656,12079,14077,15589,15229,21178,20587,20440,20412
Enterprise Value,28462,44057,48386,43903,40877,36119,41280,43929,49117,49983
Total Capital,23260,25012,27986,31550,34488,36777,44045,45497,46401,47903
Total Debt/Capital (%),48.62,46.60,43.16,44.62,45.20,41.41,48.08,45.25,44.05,42.61
Total Debt / EV,0.40,0.26,0.25,0.32,0.38,0.42,0.51,0.47,0.42,0.41
EV/Sales,0.29,0.41,0.44,0.38,0.33,0.30,0.34,0.33,0.36,0.34
EV/EBITDA,6.43,8.66,8.54,7.60,9.04,7.11,7.45,7.14,7.11,6.49
EV/EBIT,10.44,14.04,13.53,12.78,19.61,13.82,18.34,15.80,14.13,12.11
EV/Cash Flow to Firm,7.74,9.78,9.37,9.50,9.78,7.78,8.06,6.07,7.38,10.58
EV/Free Cash Flow to Firm,4.74,6.00,5.68,5.28,5.85,4.75,5.00,4.35,5.30,6.41
Diluted Market Cap,18938,34318,38034,32189,27870,23117,22178,26945,32776,32141
Diluted Enterprise Value,29857,45736,49814,45956,43086,37866,42928,45819,51372,51697
EV per Share,28.01,45.23,50.04,47.51,46.99,45.26,52.39,57.95,67.56,69.81
TTM Sales,98375,108465,109830,115337,122662,121162,122286,132498,137888,148258
TTM EBITDA,4428,5085,5665,5776,4521,5079,5540,6153,6906,7705
TTM Operating Income,2725,3137,3576,3436,2085,2614,2251,2780,3477,4126
TTM Cash Flow to Firm,3677,4507,5165,4623,4178,4644,5124,7233,6654,4726
TTM Free Cash Flow to Firm,6007,7338,8514,8322,6987,7611,8252,10098,9268,7804
