,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total Debt,11309,11656,12079,14077,15589,15229,21178,20587,20440,20412
ST Debt,1634,1885,2370,2252,3560,3157,2537,1578,1205,1469
LT Debt,9675,9771,9709,11825,12029,12072,18641,19009,19235,18943
Total Debt/EBITDA,2.55,2.29,2.13,2.44,3.45,3.00,3.82,3.35,2.96,2.65
Net Debt/EBITDA,2.46,2.24,2.08,2.38,3.37,2.91,2.47,1.91,1.67,1.63
Total Debt/EBIT,4.15,3.72,3.38,4.10,7.48,5.83,9.41,7.41,5.88,4.95
Net Debt/EBIT,4.00,3.63,3.30,4.00,7.31,5.66,6.08,4.22,3.32,3.04
EBITDA to Interest Expense,10.00,10.42,11.75,11.07,7.52,8.19,9.19,11.31,12.09,14.40
EBITDA-CapEx/Interest Expense,4.74,4.62,4.80,3.98,2.85,3.41,4.00,6.04,7.52,8.65
EBIT to Interest Expense,6.15,6.43,7.42,6.58,3.47,4.22,3.73,5.11,6.09,7.71
Interest Expense,443,488,482,522,601,620,603,544,571,535
Common Equity/Total Assets,40.73,43.61,46.99,47.83,50.84,56.66,50.70,51.27,52.94,55.55
Long-Term Debt/Equity (%),179.33,179.55,143.01,176.23,174.21,154.08,217.44,199.05,204.00,189.17
Long-Term Debt/Capital (%),41.60,39.07,34.69,37.48,34.88,32.82,42.32,41.78,41.45,39.54
Long-Term Debt/Total Assets (%),33.00,31.98,28.64,32.39,32.31,31.67,41.27,39.08,39.19,38.24
Total Debt/Equity (%),209.62,214.19,177.92,209.79,225.76,194.37,247.03,215.57,216.78,203.83
Total Debt/Capital (%),48.62,46.60,43.16,44.62,45.20,41.41,48.08,45.25,44.05,42.61
Total Debt/Total Assets (%),38.58,38.15,35.63,38.56,41.87,39.95,46.89,42.33,41.64,41.21
Net Debt to Equity,202.19,209.26,173.84,204.99,220.74,188.90,159.54,122.79,122.42,125.32
Net Debt/Capital (%),47.72,46.02,42.59,44.05,44.64,40.72,31.34,26.77,25.89,26.66
EBITDA,4428,5085,5665,5776,4521,5079,5540,6153,6906,7705
EBITDA-CapEx,2098,2254,2316,2077,1712,2112,2412,3288,4292,4627
Operating Income (Loss),2725,3137,3576,3436,2085,2614,2251,2780,3477,4126
