,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Return on Common Equity (%),16.18,16.33,16.98,20.33,17.89,32.35,26.21,32.60,59.07,34.32
Return on Assets (%),7.38,7.81,7.80,8.79,6.66,8.90,5.71,7.45,16.09,11.34
Return on Capital (%),12.52,12.19,12.33,13.82,10.24,15.40,11.74,14.47,27.34,18.47
Return on Invested Capital (%),14.26,15.23,17.57,19.92,12.97,15.03,15.22,13.67,10.62,10.55
Gross Margin (%),21.81,23.36,23.98,23.57,23.07,22.57,21.45,20.32,20.38,20.42
EBITDA Margin (%),14.67,15.26,15.06,14.89,14.63,15.22,14.74,14.49,13.77,13.50
Operating Margin (%),12.66,13.33,13.07,13.03,12.79,12.56,11.73,11.05,10.29,9.84
Incremental Operating Margin (%),1.26,-10.70,26.49,11.91,8.19,11.21,5.05,3.25,34.81,-7.49
Pretax Margin (%),11.61,12.25,11.86,11.93,11.82,12.43,7.53,10.13,25.06,15.94
Profit Margin (%),7.92,8.63,8.46,8.98,7.81,10.73,6.64,8.67,19.64,13.38
Net Income to Common Margin (%),7.92,8.63,8.46,8.98,7.81,10.73,6.64,8.67,19.64,13.38
Effective Tax Rate (%),31.82,29.55,28.67,24.73,33.91,13.71,11.77,14.46,21.63,16.11
Dvd Payout Ratio (%),27.92,27.21,30.30,29.09,34.19,25.43,39.15,29.88,14.03,21.49
Sustainable Growth Rate (%),11.66,11.88,11.84,14.41,11.77,24.13,15.95,22.86,50.78,26.94
